,age,educational-num,capital-gain,capital-loss,hours-per-week,workclass,marital-status,occupation,relationship,race,gender,native-country
29957,24,9,0,0,50,Private,Never-married,Craft-repair,Own-child,White,Male,United-States
32494,25,9,6849,0,40,Private,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,United-States
40417,55,15,15024,0,40,Federal-gov,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
45567,38,4,0,0,40,Private,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
38531,23,9,0,0,30,Private,Never-married,Adm-clerical,Own-child,White,Male,United-States
9402,44,10,0,0,35,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
21078,46,13,0,0,50,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
5166,21,10,0,0,38,Private,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
34861,28,9,0,0,40,Private,Never-married,Craft-repair,Not-in-family,White,Male,United-States
4029,37,13,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
8646,57,11,0,0,50,Private,Divorced,Exec-managerial,Unmarried,White,Female,United-States
48090,54,9,5178,0,40,Federal-gov,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
5154,39,14,0,0,70,Self-emp-inc,Divorced,Exec-managerial,Not-in-family,Black,Male,United-States
47598,23,10,0,0,40,Private,Never-married,Tech-support,Not-in-family,White,Female,United-States
18737,60,9,0,0,40,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
25432,20,9,0,1721,30,Private,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States
7448,22,10,0,0,30,Private,Married-civ-spouse,Farming-fishing,Husband,White,Male,Germany
41907,22,10,0,0,40,Self-emp-not-inc,Never-married,Craft-repair,Not-in-family,White,Male,United-States
1636,26,13,0,0,10,State-gov,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
44860,43,9,0,0,40,Private,Never-married,Other-service,Not-in-family,Black,Male,Haiti
17368,29,13,0,0,35,Private,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
11306,24,13,0,0,40,Private,Divorced,Transport-moving,Unmarried,White,Female,United-States
28289,26,13,0,0,80,Unknown,Never-married,Unknown,Not-in-family,White,Female,United-States
31285,36,11,0,0,40,Private,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
1795,41,10,0,0,40,Federal-gov,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,United-States
18729,29,9,0,0,40,Local-gov,Never-married,Protective-serv,Not-in-family,Black,Female,United-States
14439,41,10,0,0,50,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
10509,28,10,0,0,15,Private,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
11823,35,11,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
6689,53,3,0,0,50,Private,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,Philippines
2048,17,6,0,0,15,Private,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
41577,56,9,0,0,40,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,Unknown
25254,90,13,9386,0,15,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
17533,30,9,0,0,40,Private,Married-civ-spouse,Adm-clerical,Husband,White,Male,Unknown
28961,43,10,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
25602,35,10,0,0,50,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
19907,44,9,0,0,38,Private,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
24521,76,10,0,0,8,Self-emp-not-inc,Widowed,Sales,Not-in-family,White,Male,United-States
42928,40,15,0,0,60,Local-gov,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
31584,21,9,0,0,44,Private,Never-married,Adm-clerical,Own-child,White,Female,United-States
10187,43,13,0,0,42,Federal-gov,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
31658,39,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
15407,26,12,0,0,40,Private,Never-married,Sales,Own-child,White,Female,India
30518,46,10,0,0,40,Local-gov,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States
21290,76,5,0,0,13,Private,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
32871,34,12,0,0,40,Private,Divorced,Adm-clerical,Not-in-family,Black,Male,United-States
14253,23,13,0,0,30,Private,Married-civ-spouse,Other-service,Husband,White,Male,United-States
29799,21,9,0,0,40,Private,Divorced,Machine-op-inspct,Other-relative,White,Male,United-States
6186,68,9,0,0,40,Unknown,Widowed,Unknown,Not-in-family,White,Female,United-States
38928,36,13,0,0,60,Self-emp-inc,Divorced,Sales,Not-in-family,White,Male,United-States
5467,54,14,0,0,40,Private,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States
22858,41,9,0,0,40,Local-gov,Married-civ-spouse,Other-service,Husband,White,Male,United-States
13349,42,9,0,0,40,Private,Divorced,Craft-repair,Not-in-family,White,Male,United-States
22942,51,9,4386,0,40,Federal-gov,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
38441,29,10,0,0,36,Private,Divorced,Prof-specialty,Own-child,White,Female,United-States
16476,23,3,0,0,40,Private,Married-civ-spouse,Transport-moving,Other-relative,White,Male,Mexico
28996,37,16,14084,0,45,Self-emp-not-inc,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
32423,56,3,0,0,40,Private,Married-civ-spouse,Other-service,Husband,White,Male,Unknown
8921,20,10,0,0,40,Unknown,Never-married,Unknown,Own-child,White,Male,Portugal
36763,80,9,0,0,16,Private,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,United-States
43434,33,9,0,0,45,Private,Divorced,Adm-clerical,Unmarried,White,Female,United-States
33894,51,9,0,0,81,Self-emp-inc,Divorced,Protective-serv,Not-in-family,White,Male,United-States
6705,28,14,0,0,36,Private,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,Philippines
47401,39,13,0,0,40,Private,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
34867,54,14,0,0,55,Private,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
17306,56,9,0,0,50,Private,Married-civ-spouse,Other-service,Husband,White,Male,Yugoslavia
45438,38,9,0,0,48,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
13881,24,9,0,0,40,Private,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
43694,55,15,99999,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
16379,48,12,0,0,40,Private,Divorced,Exec-managerial,Unmarried,White,Female,England
12967,45,10,0,0,40,Federal-gov,Divorced,Adm-clerical,Unmarried,White,Female,United-States
13685,45,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
17984,29,9,0,0,50,Private,Divorced,Craft-repair,Not-in-family,White,Female,United-States
35619,18,9,0,0,30,Private,Never-married,Other-service,Own-child,White,Female,United-States
33518,59,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
45306,56,5,3411,0,50,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,Columbia
15771,37,12,0,0,40,Private,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
1712,32,14,0,0,52,Self-emp-inc,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
48062,36,15,0,0,40,State-gov,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
34816,31,9,0,0,50,Private,Never-married,Craft-repair,Not-in-family,White,Male,United-States
23652,47,15,0,1977,50,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
13598,33,10,7298,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
47115,17,6,0,0,30,Private,Never-married,Priv-house-serv,Other-relative,White,Male,United-States
31769,43,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
17618,40,9,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
1318,27,7,0,0,40,Private,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
14793,26,9,0,0,40,Private,Never-married,Adm-clerical,Own-child,White,Female,United-States
10501,53,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
16295,40,11,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Unknown
34208,34,9,0,0,51,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
22035,48,13,0,0,45,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,Canada
15092,17,8,0,0,32,Private,Never-married,Other-service,Own-child,White,Male,United-States
27554,40,9,0,0,40,Self-emp-not-inc,Divorced,Craft-repair,Not-in-family,White,Male,United-States
39539,31,9,0,0,50,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
39673,32,7,0,0,40,Private,Divorced,Machine-op-inspct,Unmarried,White,Female,United-States
24404,23,7,0,0,50,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
15498,20,10,0,0,36,Private,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
39951,26,10,0,0,12,Unknown,Never-married,Unknown,Own-child,White,Male,United-States
14609,38,10,0,0,30,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
36371,63,9,0,0,30,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
14031,24,14,0,0,40,Private,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,United-States
8263,46,12,0,0,50,Private,Never-married,Craft-repair,Not-in-family,Black,Female,United-States
36010,40,12,0,0,40,Federal-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
34217,29,13,0,0,50,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
26906,48,11,0,0,50,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
8261,54,4,0,0,40,Private,Divorced,Machine-op-inspct,Not-in-family,Black,Male,United-States
11336,62,14,0,0,40,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
20527,39,13,0,0,50,Local-gov,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
32667,38,9,0,0,41,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
16703,32,13,0,0,40,State-gov,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
26645,42,10,0,0,40,State-gov,Separated,Tech-support,Unmarried,White,Female,United-States
36852,18,8,594,0,20,Private,Never-married,Craft-repair,Own-child,White,Male,United-States
22182,42,9,0,0,40,Private,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
10805,38,13,0,0,60,Self-emp-inc,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
33402,54,10,0,0,45,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
27794,47,13,0,0,60,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
35939,24,7,0,0,65,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
40782,36,10,0,0,40,Private,Separated,Craft-repair,Not-in-family,White,Male,United-States
24153,81,9,0,0,35,Unknown,Divorced,Unknown,Not-in-family,White,Female,United-States
36267,19,10,0,0,22,Unknown,Never-married,Unknown,Own-child,White,Male,United-States
29344,20,10,0,0,40,State-gov,Married-civ-spouse,Other-service,Husband,White,Male,United-States
15055,30,9,0,0,32,Private,Married-civ-spouse,Craft-repair,Husband,Other,Male,United-States
37996,41,12,0,0,60,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
10310,27,10,0,0,38,Private,Never-married,Other-service,Not-in-family,White,Male,Mexico
12850,35,9,0,0,20,Private,Divorced,Exec-managerial,Unmarried,White,Female,United-States
45936,48,13,0,0,50,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
29605,33,10,0,0,38,Private,Never-married,Adm-clerical,Unmarried,Other,Female,United-States
14737,62,9,0,0,15,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
10022,56,9,0,0,48,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
11550,57,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
30936,32,9,0,0,40,Private,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
39350,32,13,0,1590,42,Private,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States
48444,36,13,0,0,40,State-gov,Married-civ-spouse,Sales,Husband,White,Male,United-States
12549,17,7,0,0,8,Private,Never-married,Sales,Own-child,White,Female,United-States
4720,35,9,0,0,40,Private,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
35413,58,10,0,0,36,Private,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
13350,53,10,0,0,30,Self-emp-not-inc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
24317,53,13,0,1902,40,Private,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States
23458,38,10,0,2258,55,Private,Separated,Machine-op-inspct,Not-in-family,White,Male,United-States
38505,38,14,0,0,43,Local-gov,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
39713,30,6,0,0,40,Private,Married-civ-spouse,Other-service,Husband,Black,Male,United-States
23650,25,10,0,0,35,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
22033,33,5,0,0,50,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
40690,73,13,0,0,50,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
18985,21,10,0,0,25,Private,Never-married,Other-service,Own-child,White,Female,United-States
43029,26,13,0,0,58,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
43026,57,10,5013,0,50,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
34089,18,10,0,0,25,Private,Never-married,Adm-clerical,Own-child,White,Female,United-States
29776,65,13,0,0,20,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
36360,55,13,0,0,40,Federal-gov,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
4554,40,13,0,0,40,State-gov,Never-married,Exec-managerial,Own-child,White,Female,United-States
5994,31,10,0,0,40,Private,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,United-States
11423,37,13,0,0,50,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
1588,23,13,0,0,40,Local-gov,Never-married,Prof-specialty,Own-child,White,Male,United-States
6742,41,12,0,0,45,Private,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
43452,23,9,0,0,45,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
39854,71,9,0,0,16,Private,Divorced,Other-service,Not-in-family,White,Female,United-States
31358,40,12,15024,0,50,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
33786,78,13,0,0,3,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
26608,48,15,14084,0,63,Self-emp-not-inc,Divorced,Prof-specialty,Unmarried,White,Male,United-States
48165,41,14,0,0,50,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
28831,37,12,0,0,40,Private,Never-married,Sales,Unmarried,Black,Female,United-States
28790,36,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
12841,64,13,0,1902,50,Private,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
35127,33,10,0,0,40,Unknown,Never-married,Unknown,Own-child,White,Male,United-States
13605,36,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,Italy
5252,44,12,0,0,40,Private,Married-civ-spouse,Other-service,Husband,White,Male,United-States
11028,32,9,0,0,40,Private,Married-civ-spouse,Sales,Wife,White,Female,United-States
3655,64,4,0,0,80,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
9436,36,13,0,0,40,Federal-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
45952,33,14,0,0,50,Local-gov,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
46009,32,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,India
30052,20,9,0,0,40,Private,Never-married,Adm-clerical,Own-child,White,Male,United-States
29074,33,13,0,1902,55,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
47603,39,11,0,0,50,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
10197,31,9,0,0,45,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
1611,26,10,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,United-States
14822,39,14,0,0,28,Local-gov,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
5614,25,10,0,0,40,Local-gov,Never-married,Protective-serv,Other-relative,Black,Male,Trinadad&Tobago
19003,19,7,0,0,40,Private,Never-married,Handlers-cleaners,Own-child,White,Male,Mexico
11480,38,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
46361,58,6,0,0,40,Private,Never-married,Other-service,Not-in-family,White,Male,United-States
7757,51,12,0,0,40,Local-gov,Divorced,Adm-clerical,Unmarried,White,Female,United-States
28182,40,9,0,0,50,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
24183,35,13,7298,0,8,Private,Married-civ-spouse,Prof-specialty,Wife,White,Female,Unknown
47132,29,9,0,0,48,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
45315,29,10,0,0,40,Private,Never-married,Prof-specialty,Other-relative,White,Female,United-States
40322,59,10,0,0,40,Private,Divorced,Prof-specialty,Unmarried,White,Male,United-States
37965,32,9,0,0,43,Local-gov,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
17626,35,13,0,0,40,Private,Never-married,Adm-clerical,Own-child,White,Female,United-States
48748,55,5,0,0,48,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
29352,46,10,0,0,20,Private,Married-civ-spouse,Farming-fishing,Wife,White,Female,United-States
22756,38,6,0,2559,90,Private,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
11573,42,11,7298,0,52,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
45781,50,9,0,0,40,Private,Separated,Other-service,Unmarried,Black,Female,United-States
15629,42,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
23440,26,10,0,0,60,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
24549,45,13,0,0,50,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
36458,37,9,0,0,30,Private,Divorced,Other-service,Not-in-family,White,Female,United-States
25703,62,13,0,0,30,Private,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
18914,55,13,0,0,60,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
39015,29,13,0,0,40,Private,Never-married,Sales,Not-in-family,White,Male,United-States
37437,57,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
10100,20,10,0,0,6,Unknown,Never-married,Unknown,Own-child,White,Male,United-States
23986,49,3,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
37915,38,9,0,0,40,Private,Married-civ-spouse,Protective-serv,Husband,White,Male,Scotland
34274,22,10,0,0,50,Private,Never-married,Exec-managerial,Own-child,White,Male,United-States
20515,31,10,0,0,30,Private,Widowed,Exec-managerial,Unmarried,White,Female,United-States
46307,17,7,0,0,22,Private,Never-married,Other-service,Other-relative,White,Female,United-States
25085,30,9,0,0,40,Private,Never-married,Other-service,Not-in-family,White,Male,United-States
7509,47,10,7298,0,45,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
10303,24,9,0,0,24,Private,Married-civ-spouse,Other-service,Wife,White,Female,United-States
3813,34,9,0,0,45,Private,Never-married,Craft-repair,Own-child,White,Male,United-States
12957,24,9,0,0,40,Private,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States
34300,17,7,0,0,18,Unknown,Never-married,Unknown,Own-child,White,Male,United-States
36261,22,3,0,0,48,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico
3002,31,7,0,0,36,Private,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States
20682,48,10,5178,0,40,Local-gov,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
30579,49,5,0,0,38,Private,Separated,Handlers-cleaners,Own-child,White,Male,United-States
38370,18,9,0,0,40,Private,Never-married,Adm-clerical,Own-child,White,Female,United-States
44370,27,9,0,0,40,Private,Never-married,Transport-moving,Own-child,White,Male,United-States
27545,57,10,0,0,50,Private,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
22463,29,10,0,0,40,Local-gov,Never-married,Exec-managerial,Not-in-family,White,Male,Iran
14840,56,5,4508,0,28,Private,Married-civ-spouse,Other-service,Wife,White,Female,United-States
39852,53,14,0,0,40,Local-gov,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States
20171,26,10,0,0,24,Federal-gov,Divorced,Adm-clerical,Own-child,White,Male,United-States
45661,25,9,0,0,40,Private,Never-married,Craft-repair,Own-child,White,Male,United-States
33667,21,10,0,0,4,Private,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,United-States
8886,27,12,0,0,42,Private,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
17349,30,13,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
12567,36,14,0,1408,40,Private,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
29383,33,9,0,0,40,Private,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
20216,17,7,0,0,35,Private,Never-married,Sales,Own-child,White,Female,United-States
22422,54,9,0,2051,50,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
14989,43,9,0,0,43,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
14677,47,9,0,0,40,Private,Never-married,Adm-clerical,Unmarried,White,Male,United-States
24672,21,8,0,0,20,Local-gov,Never-married,Other-service,Own-child,Black,Male,United-States
32204,42,10,0,0,50,Private,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
39855,29,10,0,0,25,Private,Never-married,Sales,Unmarried,White,Female,United-States
11855,43,13,0,0,40,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
429,23,10,0,0,35,Unknown,Never-married,Unknown,Own-child,White,Female,United-States
24989,30,13,0,0,15,Local-gov,Never-married,Prof-specialty,Own-child,White,Female,United-States
23077,47,4,0,0,40,State-gov,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
42573,40,10,0,0,40,Private,Divorced,Other-service,Not-in-family,White,Female,United-States
21416,42,4,0,0,40,Private,Widowed,Craft-repair,Unmarried,White,Male,United-States
1753,72,9,0,0,25,Private,Widowed,Priv-house-serv,Not-in-family,White,Female,United-States
40486,69,13,2346,0,15,Private,Widowed,Exec-managerial,Not-in-family,White,Female,United-States
2666,32,5,0,0,45,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
16880,49,13,0,0,45,Private,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
3217,35,7,0,0,32,Local-gov,Married-civ-spouse,Prof-specialty,Wife,Black,Female,United-States
40942,20,9,0,0,30,Private,Never-married,Other-service,Own-child,White,Male,United-States
29164,56,9,0,0,40,Private,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
45486,23,9,0,0,45,Private,Never-married,Exec-managerial,Own-child,White,Female,United-States
13527,56,10,0,0,45,Private,Married-civ-spouse,Other-service,Husband,White,Male,United-States
8443,31,11,0,0,40,Federal-gov,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
43276,33,2,0,2603,32,Private,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,Mexico
20026,25,9,0,0,30,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
44806,47,10,0,1876,40,Local-gov,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
6363,33,9,0,0,49,Private,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
23219,44,9,0,0,40,Private,Never-married,Sales,Not-in-family,White,Female,United-States
842,23,7,0,0,3,Private,Never-married,Craft-repair,Own-child,White,Male,United-States
28138,57,8,0,0,40,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
33598,19,9,0,0,40,Private,Never-married,Sales,Not-in-family,White,Female,United-States
27802,43,13,7688,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States
29357,28,9,0,0,40,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
37270,21,10,0,0,30,Private,Never-married,Adm-clerical,Other-relative,White,Male,Nicaragua
5002,32,10,0,1902,40,State-gov,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
21688,35,11,0,0,40,Private,Divorced,Prof-specialty,Unmarried,White,Female,United-States
20136,30,9,0,0,40,Private,Never-married,Sales,Not-in-family,White,Female,United-States
16796,57,11,0,0,38,Unknown,Widowed,Unknown,Unmarried,White,Female,United-States
16721,29,13,0,0,40,Private,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
39381,68,5,0,0,20,Private,Divorced,Farming-fishing,Not-in-family,Black,Male,United-States
18700,32,8,0,0,40,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
6001,48,13,0,0,38,Private,Never-married,Sales,Other-relative,White,Female,United-States
27107,25,9,0,0,40,Private,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
30439,56,9,0,0,40,Private,Separated,Craft-repair,Unmarried,White,Male,United-States
18612,32,11,0,0,40,Private,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
12978,33,9,0,0,48,Unknown,Divorced,Unknown,Unmarried,White,Male,United-States
20379,19,7,0,0,40,Private,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
48262,26,9,0,0,40,Private,Never-married,Other-service,Own-child,White,Male,United-States
22155,59,10,2907,0,40,Private,Divorced,Craft-repair,Not-in-family,White,Male,United-States
19722,20,9,0,0,43,Private,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
17942,44,13,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
26528,21,9,0,0,32,Private,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
48710,51,16,0,0,45,Local-gov,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
36731,42,9,0,0,25,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Black,Male,Jamaica
103,58,5,0,0,40,Self-emp-not-inc,Widowed,Other-service,Not-in-family,White,Female,United-States
44724,18,7,0,0,6,Private,Never-married,Other-service,Own-child,White,Female,United-States
13331,25,4,0,0,40,Private,Never-married,Priv-house-serv,Other-relative,White,Female,Guatemala
33316,51,12,0,0,40,Private,Separated,Other-service,Not-in-family,Black,Female,United-States
31379,63,13,0,0,15,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
7543,24,10,0,0,40,Private,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
48669,40,12,1471,0,32,Private,Separated,Tech-support,Unmarried,White,Female,United-States
10131,37,9,0,0,40,Private,Divorced,Tech-support,Not-in-family,White,Male,United-States
31326,32,10,0,0,35,Private,Never-married,Exec-managerial,Unmarried,Black,Female,United-States
43065,28,9,0,0,46,Private,Never-married,Other-service,Not-in-family,White,Female,United-States
33466,22,11,0,0,44,Private,Married-civ-spouse,Other-service,Husband,White,Male,United-States
35011,65,9,2329,0,75,Unknown,Widowed,Unknown,Unmarried,White,Female,United-States
14226,43,10,0,0,40,Local-gov,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
