audition_id,actor_id,manager_id,film_id,role_id,audition_round,audition_date,withdrawal_requested,experience_years,role_match_score,accent_match,availability_match,line_accuracy_score,special_skill_match,self_tape_quality_score,manager_rating,prior_collaboration,days_before_deadline,callback
AU049794,A083,M18,F36,RL0847,1,2021-03-24,False,7.7,0.910594,0,0,0.733145,0,0.718171,0.196186,1,16,1
AU049795,A083,M18,F37,RL0871,1,2023-05-10,False,7.7,0.486138,1,0,0.828512,0,0.708502,0.321091,0,28,1
AU049796,A083,M18,F38,RL0895,1,2023-05-30,False,7.7,0.824671,0,0,0.649118,0,0.26405,0.40407,0,1,0
AU049797,A083,M18,F39,RL0919,1,2022-10-08,False,7.7,0.421934,1,1,0.81602,0,0.482092,0.485533,1,4,1
AU049798,A083,M18,F40,RL0943,1,2022-03-24,False,7.7,0.980155,1,1,0.431641,0,0.75892,0.366782,0,6,1
AU049799,A083,M18,F41,RL0967,1,2024-01-04,False,7.7,0.402376,0,1,0.788706,0,0.890398,0.462631,1,22,1
AU049800,A083,M18,F42,RL0991,1,2024-07-11,False,7.7,0.555153,0,0,0.819703,0,0.89087,0.398943,0,20,0
AU049801,A083,M18,F43,RL1015,1,2023-11-10,True,7.7,0.571941,0,0,0.470829,0,0.644803,0.443808,1,9,0
AU049802,A083,M18,F44,RL1039,1,2023-05-08,False,7.7,0.465172,1,0,0.603374,0,0.65079,0.403763,0,24,0
AU049803,A083,M18,F45,RL1063,1,2021-01-31,False,7.7,0.886537,1,1,0.801092,1,0.704631,0.386022,0,15,1
AU049804,A083,M18,F46,RL1087,1,2024-02-17,False,7.7,0.801281,1,1,0.8517,0,0.558432,0.205445,1,3,0
AU049805,A083,M18,F47,RL1111,1,2021-10-03,False,7.7,0.849732,0,1,0.519963,0,0.723792,0.287142,0,27,1
AU049806,A083,M18,F48,RL1135,1,2024-08-03,False,7.7,0.890004,0,1,0.670911,0,0.317827,0.318739,0,29,0
AU049807,A083,M18,F49,RL1159,1,2021-12-01,False,7.7,0.639364,0,1,0.457703,0,0.783868,0.302789,0,13,0
AU049808,A083,M18,F01,RL0008,1,2022-07-13,False,7.7,1.0,1,0,0.758171,1,0.751399,0.269162,0,13,1
AU049809,A083,M18,F02,RL0032,1,2025-01-05,False,7.7,0.410785,1,0,0.673593,1,0.774335,0.479774,0,16,0
AU049810,A083,M18,F03,RL0056,1,2024-06-23,False,7.7,0.631288,0,0,0.745305,0,0.263536,0.627555,1,13,0
AU049811,A083,M18,F04,RL0080,1,2025-04-27,False,7.7,0.351815,0,1,0.631031,0,0.763229,0.190324,0,15,0
AU049812,A083,M18,F05,RL0104,1,2023-05-18,True,7.7,0.446879,1,1,0.677506,0,0.847883,0.080552,1,30,0
AU049813,A083,M18,F06,RL0128,1,2024-12-22,True,7.7,0.865001,1,1,0.401062,0,0.660094,0.403672,1,24,1
AU049814,A083,M18,F07,RL0152,1,2021-10-26,False,7.7,0.658143,1,0,0.58962,0,0.596709,0.461567,0,25,1
AU049815,A083,M18,F08,RL0176,1,2021-08-28,False,7.7,0.662239,1,1,0.423754,1,0.694655,0.443741,0,11,0
AU049816,A083,M18,F09,RL0200,1,2022-02-16,False,7.7,1.0,1,1,0.841875,0,0.561282,0.23672,1,28,1
AU049817,A083,M18,F10,RL0224,1,2021-05-03,False,7.7,1.0,1,1,0.54762,0,0.50657,0.444195,0,9,1
AU049818,A083,M18,F11,RL0248,1,2023-03-04,False,7.7,0.882422,0,1,0.906042,0,0.521513,0.276787,0,30,0
AU049819,A083,M18,F12,RL0272,1,2024-05-10,False,7.7,0.679532,1,1,0.411262,0,0.501174,0.285993,0,19,0
AU049820,A083,M18,F13,RL0296,1,2025-02-05,False,7.7,0.686838,1,1,0.514717,1,0.70739,0.388464,0,12,0
AU049821,A083,M18,F14,RL0320,1,2022-05-21,False,7.7,0.68141,0,1,0.504159,0,0.685731,0.342137,1,8,0
AU049822,A083,M18,F15,RL0344,1,2023-11-02,False,7.7,1.0,1,1,0.572492,1,0.459606,0.381585,0,1,1
AU049823,A083,M18,F16,RL0368,1,2025-05-24,False,7.7,0.977881,1,1,0.848766,1,0.356699,0.473793,1,1,1
AU049824,A083,M18,F17,RL0392,1,2024-08-04,False,7.7,1.0,1,1,0.587194,0,0.85366,0.334401,1,26,1
AU049825,A083,M18,F18,RL0416,1,2023-07-16,False,7.7,0.693304,0,0,0.847602,1,0.772298,0.435809,0,15,1
AU049826,A083,M18,F19,RL0440,1,2024-05-06,False,7.7,1.0,1,1,0.840395,1,0.342627,0.403957,0,16,0
AU049827,A083,M18,F20,RL0464,1,2022-01-25,False,7.7,0.82923,1,1,0.598617,0,0.906653,0.444734,0,11,0
AU049828,A083,M18,F21,RL0488,1,2024-03-31,True,7.7,1.0,1,0,0.749221,1,0.834734,0.256881,0,14,1
AU049829,A083,M18,F22,RL0512,1,2021-12-25,False,7.7,0.377935,0,0,0.542179,0,0.444061,0.379717,0,12,0
AU049830,A083,M18,F23,RL0536,1,2021-02-28,False,7.7,0.816031,0,1,0.737734,1,0.7048,0.478792,0,12,0
AU049831,A083,M18,F24,RL0560,1,2025-01-04,False,7.7,1.0,1,0,0.774405,0,0.535212,0.271695,1,3,0
AU049832,A083,M18,F25,RL0584,1,2024-03-30,False,7.7,1.0,1,1,0.837914,0,0.663541,0.313865,0,23,1
AU049833,A083,M18,F26,RL0608,1,2024-07-18,False,7.7,0.541424,0,1,0.665736,0,0.540216,0.314614,0,27,0
AU049834,A083,M18,F27,RL0632,1,2025-04-10,False,7.7,0.66748,1,1,0.398402,0,0.632216,0.173006,0,16,0
AU049835,A083,M18,F28,RL0656,1,2023-10-13,False,7.7,0.306518,0,0,0.690705,1,0.340046,0.29551,0,10,0
AU049836,A083,M18,F29,RL0680,1,2022-12-17,False,7.7,0.867135,1,1,0.626807,0,0.279406,0.232758,1,29,1
AU049837,A083,M18,F30,RL0704,1,2021-08-19,False,7.7,1.0,0,1,0.382688,0,0.422456,0.415562,1,0,0
AU049838,A083,M18,F31,RL0728,1,2025-03-28,False,7.7,0.504353,1,1,0.498166,0,0.445984,0.448713,0,16,1
AU049839,A083,M18,F32,RL0752,1,2024-08-31,False,7.7,0.268615,1,1,0.523565,0,0.505686,0.399973,0,28,1
AU049840,A083,M18,F33,RL0776,1,2024-07-13,False,7.7,1.0,1,1,0.286045,0,0.681315,0.293512,0,13,0
AU049841,A083,M18,F34,RL0800,1,2022-09-23,False,7.7,0.64455,1,1,0.277098,0,0.467812,0.627354,0,1,1
AU049842,A083,M18,F35,RL0824,1,2023-04-02,False,7.7,0.442437,0,1,0.909336,1,0.534725,0.345142,0,29,1
AU049843,A083,M18,F36,RL0848,1,2024-11-30,False,7.7,0.557821,0,1,0.888099,0,0.527644,0.562128,1,10,1
AU049844,A083,M18,F37,RL0872,1,2024-11-06,False,7.7,0.845801,1,0,0.491224,1,0.730657,0.346292,0,26,0
AU049845,A083,M18,F38,RL0896,1,2022-01-27,False,7.7,0.693283,1,0,0.509038,0,0.575107,0.408651,0,10,0
AU049846,A083,M18,F39,RL0920,1,2021-06-28,False,7.7,0.571417,0,1,0.454556,1,0.617993,0.487333,0,12,0
AU049847,A083,M18,F40,RL0944,1,2023-07-20,False,7.7,0.646743,1,0,0.402656,0,0.220649,0.083628,0,24,0
AU049848,A083,M18,F41,RL0968,1,2021-08-31,False,7.7,0.462446,0,1,0.544687,0,0.331201,0.298993,0,25,1
AU049849,A083,M18,F42,RL0992,1,2024-03-20,False,7.7,0.901471,1,1,0.248702,0,0.404347,0.498289,0,27,1
AU049850,A083,M18,F43,RL1016,1,2021-03-15,False,7.7,0.391391,0,1,0.766297,1,0.906803,0.17883,0,23,1
AU049851,A083,M18,F44,RL1040,1,2023-12-04,False,7.7,0.722981,0,1,0.782992,0,0.652433,0.348411,1,0,1
AU049852,A083,M18,F45,RL1064,1,2025-06-24,False,7.7,0.790147,0,1,0.701183,0,0.824749,0.336912,0,19,1
AU049853,A083,M18,F46,RL1088,1,2023-05-14,False,7.7,0.636735,1,1,0.829157,1,0.577051,0.480803,1,15,0
AU049854,A083,M18,F47,RL1112,1,2025-01-08,False,7.7,0.894242,1,0,1.0,0,0.336923,0.247255,1,10,1
AU049855,A083,M18,F48,RL1136,1,2025-03-22,False,7.7,0.324821,0,0,0.567593,0,0.817867,0.240331,1,13,0
AU049856,A083,M18,F49,RL1160,1,2023-05-23,False,7.7,0.806983,0,1,0.775097,0,0.903676,0.388782,1,1,1
AU049857,A083,M18,F01,RL0009,1,2021-05-17,False,7.7,1.0,0,0,0.511654,0,0.555907,0.429151,0,8,0
AU049858,A083,M18,F02,RL0033,1,2023-04-13,False,7.7,0.88291,1,1,0.763847,1,0.732677,0.442536,0,29,1
AU049859,A083,M18,F03,RL0057,1,2023-06-30,False,7.7,1.0,1,1,0.84539,0,0.29627,0.22282,1,16,1
AU049860,A083,M18,F04,RL0081,1,2025-01-31,False,7.7,0.93419,0,0,0.722695,0,0.650518,0.150239,1,30,1
AU049861,A083,M18,F05,RL0105,1,2022-05-05,False,7.7,0.898991,1,1,0.850617,0,0.653551,0.387618,0,12,0
AU049862,A083,M18,F06,RL0129,1,2025-04-05,False,7.7,1.0,0,0,0.522603,0,0.49093,0.313886,1,4,0
AU049863,A083,M18,F07,RL0153,1,2024-09-16,False,7.7,0.994553,1,1,0.45147,0,0.410024,0.502247,0,22,1
AU049864,A083,M18,F08,RL0177,1,2021-01-03,False,7.7,0.428258,0,1,0.830937,0,0.880606,0.606728,1,3,1
AU049865,A083,M18,F09,RL0201,1,2024-11-26,True,7.7,0.514915,0,1,0.878824,1,0.58296,0.413779,0,29,1
AU049866,A083,M18,F10,RL0225,1,2022-12-22,False,7.7,0.565771,1,0,0.535094,0,0.650271,0.521681,0,13,0
AU049867,A083,M18,F11,RL0249,1,2021-07-06,False,7.7,0.93315,0,1,0.40141,0,0.695494,0.202807,0,1,1
AU049868,A083,M18,F12,RL0273,1,2022-07-28,False,7.7,1.0,0,1,0.499406,0,0.883678,0.42691,0,0,0
AU049869,A083,M18,F13,RL0297,1,2021-10-18,False,7.7,0.37591,0,1,0.669914,1,0.560575,0.349901,1,11,0
AU049870,A083,M18,F14,RL0321,1,2022-01-31,True,7.7,0.878902,0,1,0.770564,0,0.464187,0.359296,0,2,1
AU049871,A083,M18,F15,RL0345,1,2023-01-31,False,7.7,0.669073,1,0,0.627151,0,0.86581,0.257777,1,16,0
AU049872,A083,M18,F16,RL0369,1,2021-02-05,False,7.7,0.57045,1,1,0.586761,1,0.500071,0.249748,1,21,1
AU049873,A083,M18,F17,RL0393,1,2023-03-30,False,7.7,0.591066,1,0,0.500489,0,0.536978,0.437835,1,29,0
AU049874,A083,M18,F18,RL0417,1,2024-01-13,False,7.7,0.406165,0,0,0.380519,0,0.772101,0.05444,0,24,0
AU049875,A083,M18,F19,RL0441,1,2022-01-13,False,7.7,1.0,1,1,0.936422,1,0.145095,0.243837,0,18,1
AU049876,A083,M18,F20,RL0465,1,2023-03-28,False,7.7,1.0,0,1,0.714788,0,0.312521,0.446859,1,9,0
AU049877,A083,M18,F21,RL0489,1,2021-11-17,False,7.7,1.0,1,1,0.543552,1,0.876912,0.350615,1,24,1
AU049878,A083,M18,F22,RL0513,1,2024-01-30,False,7.7,0.625715,1,0,0.181266,0,0.578102,0.307904,0,18,0
AU049879,A083,M18,F23,RL0537,1,2024-01-16,False,7.7,0.877772,1,1,0.739819,0,0.458042,0.447879,1,19,1
AU049880,A083,M18,F24,RL0561,1,2023-07-14,False,7.7,0.655474,1,1,0.660483,0,0.68214,0.322313,0,15,0
AU049881,A083,M18,F25,RL0585,1,2024-01-24,False,7.7,0.904604,0,0,0.525734,0,0.462216,0.451903,1,18,1
AU049882,A083,M18,F26,RL0609,1,2021-07-02,False,7.7,0.673448,1,0,0.583606,1,0.799542,0.494773,1,17,0
AU049883,A083,M18,F27,RL0633,1,2023-01-31,False,7.7,0.444563,0,1,0.559457,0,0.627152,0.215849,1,30,0
AU049884,A083,M18,F28,RL0657,1,2023-07-04,False,7.7,0.871977,1,0,0.737089,0,0.276759,0.296911,0,0,0
AU049885,A083,M18,F29,RL0681,1,2023-01-06,False,7.7,0.554305,0,0,0.292376,0,0.406757,0.537691,1,11,0
AU049886,A083,M18,F30,RL0705,1,2024-05-04,False,7.7,0.467414,1,1,0.840139,0,0.598634,0.196915,0,20,0
AU049887,A083,M18,F31,RL0729,1,2021-06-04,False,7.7,0.569011,1,1,0.818468,0,0.610813,0.099238,0,11,1
AU049888,A083,M18,F32,RL0753,1,2021-02-16,False,7.7,0.748838,0,1,0.522123,1,0.693389,0.586781,1,0,0
AU049889,A083,M18,F33,RL0777,1,2022-10-07,False,7.7,0.546828,0,0,0.558481,0,0.812877,0.441628,1,3,0
AU049890,A083,M18,F34,RL0801,1,2024-05-08,False,7.7,1.0,1,1,0.760268,0,0.430997,0.590711,0,18,1
AU049891,A083,M18,F35,RL0825,1,2024-12-29,False,7.7,0.629928,1,0,0.786186,0,0.346803,0.268804,1,4,0
AU049892,A083,M18,F36,RL0849,1,2023-03-27,False,7.7,0.897995,0,1,0.5106,1,0.393306,0.203129,1,14,0
AU049893,A083,M18,F37,RL0873,1,2022-01-07,False,7.7,0.752402,0,0,0.893967,0,0.606295,0.489272,1,26,1
AU049894,A083,M18,F38,RL0897,1,2024-03-13,False,7.7,0.130168,0,0,0.630406,0,0.473138,0.265729,1,2,0
AU049895,A083,M18,F39,RL0921,1,2022-07-24,False,7.7,0.562569,0,1,0.677138,0,0.463374,0.258627,1,19,0
AU049896,A083,M18,F40,RL0945,1,2025-06-10,False,7.7,0.374609,0,0,0.408547,1,0.473144,0.439727,0,3,0
AU049897,A083,M18,F41,RL0969,1,2021-06-23,False,7.7,0.482487,0,0,0.562479,0,0.91383,0.394633,0,25,0
AU049898,A083,M18,F42,RL0993,1,2021-07-03,False,7.7,0.990563,1,0,0.309892,1,0.34978,0.663146,0,11,0
AU049899,A083,M18,F43,RL1017,1,2023-07-04,False,7.7,0.861424,1,1,0.181014,0,0.281096,0.484276,1,23,1
AU049900,A083,M18,F44,RL1041,1,2023-01-06,False,7.7,0.787008,0,1,0.7635,0,0.564833,0.490087,1,21,0
AU049901,A083,M18,F45,RL1065,1,2022-11-05,False,7.7,0.945213,1,1,0.850916,1,0.445049,0.480811,1,4,1
AU049902,A083,M18,F46,RL1089,1,2023-05-04,False,7.7,0.315561,1,0,0.546343,0,0.297297,0.435968,0,0,0
AU049903,A083,M18,F47,RL1113,1,2023-04-03,False,7.7,0.71567,1,0,0.767854,1,0.668697,0.432969,0,4,0
AU049904,A083,M18,F48,RL1137,1,2023-03-26,False,7.7,0.717115,1,0,0.39864,0,0.576393,0.259346,0,1,1
AU049905,A083,M18,F49,RL1161,1,2021-04-25,False,7.7,0.443202,0,1,0.311573,0,0.767068,0.299824,1,6,0
AU049906,A083,M18,F01,RL0010,1,2025-04-17,False,7.7,0.987109,0,1,0.934952,1,0.71453,0.200943,0,22,1
AU049907,A083,M18,F02,RL0034,1,2025-01-19,False,7.7,1.0,1,1,0.73634,0,0.84913,0.356727,1,26,1
AU049908,A083,M18,F03,RL0058,1,2021-06-09,False,7.7,0.548251,1,0,0.681636,0,0.385846,0.567695,1,22,0
AU049909,A083,M18,F04,RL0082,1,2021-04-08,False,7.7,0.818941,1,1,0.932226,1,0.673315,0.426514,0,3,0
AU049910,A083,M18,F05,RL0106,1,2025-03-11,False,7.7,1.0,1,1,0.537612,0,0.54666,0.358276,0,16,1
AU049911,A083,M18,F06,RL0130,1,2022-03-13,False,7.7,0.946485,0,1,0.687848,0,0.412058,0.143663,0,1,1
AU049912,A083,M18,F07,RL0154,1,2024-12-14,False,7.7,1.0,1,1,0.905981,1,0.945352,0.281839,0,26,1
AU049913,A083,M18,F08,RL0178,1,2022-04-27,False,7.7,0.377178,0,0,0.540035,0,0.549289,0.075247,0,26,0
AU049914,A083,M18,F09,RL0202,1,2021-06-21,False,7.7,1.0,0,1,0.575954,0,0.600655,0.429382,0,26,1
AU049915,A083,M18,F10,RL0226,1,2025-05-04,False,7.7,0.702413,0,0,0.7435,0,0.268107,0.387031,0,22,0
AU049916,A083,M18,F11,RL0250,1,2024-02-25,False,7.7,0.578708,0,0,0.206441,0,0.96336,0.374333,1,21,0
AU049917,A083,M18,F12,RL0274,1,2025-01-25,False,7.7,1.0,1,1,0.662227,0,0.997678,0.443766,1,20,1
AU049918,A083,M18,F13,RL0298,1,2022-12-23,False,7.7,0.893407,1,1,0.638592,0,0.510285,0.21191,1,29,1
AU049919,A083,M18,F14,RL0322,1,2023-01-19,False,7.7,0.764576,1,0,0.357415,0,0.790898,0.150591,0,5,0
AU049920,A083,M18,F15,RL0346,1,2021-01-21,False,7.7,0.802036,0,1,0.294298,0,0.812574,0.387466,1,12,0
AU049921,A083,M18,F16,RL0370,1,2022-11-01,False,7.7,0.981677,0,1,0.72462,0,0.745546,0.449839,0,27,0
AU049922,A083,M18,F17,RL0394,1,2021-03-29,False,7.7,0.971988,1,1,0.800664,0,0.465328,0.459055,1,30,0
AU049923,A083,M18,F18,RL0418,1,2025-06-03,False,7.7,0.849658,1,1,0.748445,0,0.693548,0.358765,0,22,1
AU049924,A083,M18,F19,RL0442,1,2024-12-25,False,7.7,0.796436,0,0,0.751817,0,0.89446,0.498253,0,11,0
AU049925,A083,M18,F20,RL0466,1,2022-03-26,False,7.7,0.776057,1,0,0.867887,0,0.633077,0.436102,0,9,0
AU049926,A083,M18,F21,RL0490,1,2021-02-07,False,7.7,0.867781,1,0,0.468985,1,0.691639,0.591763,1,16,0
AU049927,A083,M18,F22,RL0514,1,2023-08-21,True,7.7,1.0,1,0,0.533511,1,0.690086,0.447254,1,25,1
AU049928,A083,M18,F23,RL0538,1,2022-01-25,False,7.7,0.901112,1,0,0.603938,1,0.538105,0.528376,0,28,1
AU049929,A083,M18,F24,RL0562,1,2023-01-12,False,7.7,0.840409,1,1,0.83561,0,0.965685,0.430348,1,12,1
AU049930,A083,M18,F25,RL0586,1,2025-05-15,False,7.7,0.963236,1,0,0.773908,0,0.407262,0.480462,0,9,0
AU049931,A083,M18,F26,RL0610,1,2024-12-17,False,7.7,1.0,1,1,0.955247,0,0.758947,0.247753,0,8,1
AU049932,A083,M18,F27,RL0634,1,2025-02-06,False,7.7,0.764005,0,1,1.0,0,0.315011,0.397308,0,16,1
AU049933,A083,M18,F28,RL0658,1,2021-06-24,False,7.7,0.962753,1,1,0.651233,1,0.926908,0.259298,0,29,1
AU049934,A083,M18,F29,RL0682,1,2024-05-19,False,7.7,0.490621,1,0,0.738281,1,0.548469,0.266196,0,21,0
AU049935,A083,M18,F30,RL0706,1,2021-04-07,False,7.7,0.538285,0,1,0.51728,1,0.396343,0.298058,0,29,0
AU049936,A083,M18,F31,RL0730,1,2021-12-30,False,7.7,0.804498,0,0,0.618184,0,0.526882,0.535918,0,27,1
AU049937,A083,M18,F32,RL0754,1,2023-11-20,False,7.7,0.543633,1,1,0.613619,0,0.426226,0.322354,0,5,0
AU049938,A083,M18,F33,RL0778,1,2024-10-15,False,7.7,0.540926,1,1,0.47456,0,0.910716,0.46268,1,13,1
AU049939,A083,M18,F34,RL0802,1,2023-02-06,False,7.7,0.774823,1,1,0.633981,0,0.639578,0.371049,0,14,0
AU049940,A083,M18,F35,RL0826,1,2024-04-11,False,7.7,0.833217,1,1,0.586159,0,0.797688,0.201307,1,28,1
AU049941,A083,M18,F36,RL0850,1,2021-02-10,False,7.7,1.0,1,0,0.684441,1,0.546679,0.481249,1,19,0
AU049942,A083,M18,F37,RL0874,1,2024-09-26,False,7.7,0.604633,0,1,0.544592,1,0.545953,0.31232,0,10,0
AU049943,A083,M18,F38,RL0898,1,2024-09-08,False,7.7,0.606975,0,0,0.593696,1,0.804773,0.334634,0,5,0
AU049944,A083,M18,F39,RL0922,1,2023-12-06,False,7.7,0.249429,1,0,0.268505,0,0.471823,0.450353,0,17,0
AU049945,A083,M18,F40,RL0946,1,2022-10-13,False,7.7,0.378061,0,0,0.717872,0,0.218812,0.293698,0,24,0
AU049946,A083,M18,F41,RL0970,1,2023-03-24,False,7.7,0.385697,1,1,0.117223,0,0.743486,0.471442,1,29,0
AU049947,A083,M18,F42,RL0994,1,2022-09-25,False,7.7,0.826387,0,0,0.754272,0,0.445848,0.58669,0,12,0
AU049948,A083,M18,F43,RL1018,1,2025-07-07,False,7.7,0.356636,0,1,0.49991,0,0.266873,0.469249,1,27,0
AU049949,A083,M18,F44,RL1042,1,2024-12-09,False,7.7,1.0,1,1,0.6179,0,0.620698,0.145744,1,2,1
AU049950,A083,M18,F45,RL1066,1,2023-06-28,False,7.7,0.926987,1,0,0.757643,1,0.528372,0.500706,0,14,0
AU049951,A083,M18,F46,RL1090,1,2025-04-25,True,7.7,0.487836,0,1,0.528911,0,0.170829,0.254147,1,30,0
AU049952,A083,M18,F47,RL1114,1,2022-11-11,False,7.7,1.0,1,1,0.592439,1,0.248554,0.45156,1,19,1
AU049953,A083,M18,F48,RL1138,1,2021-05-27,False,7.7,0.956703,1,1,0.3139,0,0.723413,0.346056,0,7,0
AU049954,A083,M18,F49,RL1162,1,2021-12-06,False,7.7,0.62572,0,0,0.831926,1,0.219583,0.53655,0,1,0
AU049955,A083,M18,F01,RL0011,1,2022-01-19,False,7.7,0.526563,0,1,0.347242,0,0.543513,0.432312,0,17,0
AU049956,A083,M18,F02,RL0035,1,2025-01-26,False,7.7,0.490308,1,0,0.748334,1,0.41579,0.483515,0,21,0
AU049957,A083,M18,F03,RL0059,1,2023-03-31,False,7.7,0.698648,0,0,0.660574,0,0.699081,0.240016,1,19,1
AU049958,A083,M18,F04,RL0083,1,2024-05-05,False,7.7,0.469019,1,1,0.551317,1,0.729274,0.336822,1,17,1
AU049959,A083,M18,F05,RL0107,1,2025-04-22,False,7.7,0.968905,0,1,0.968132,1,0.814471,0.414388,0,11,1
AU049960,A083,M18,F06,RL0131,1,2021-09-26,False,7.7,0.259312,0,1,0.947671,0,0.928823,0.450593,0,4,0
AU049961,A083,M18,F07,RL0155,1,2024-08-23,False,7.7,0.934583,0,0,0.968495,0,0.671463,0.374892,1,11,1
AU049962,A083,M18,F08,RL0179,1,2021-09-10,False,7.7,1.0,0,1,0.635311,1,0.195482,0.295695,0,12,1
AU049963,A083,M18,F09,RL0203,1,2021-08-26,False,7.7,0.852474,1,0,0.78333,1,0.534195,0.464759,1,10,1
AU049964,A083,M18,F10,RL0227,1,2022-01-01,False,7.7,0.880815,1,1,0.926754,0,0.682379,0.337573,0,29,1
AU049965,A083,M18,F11,RL0251,1,2022-10-29,True,7.7,1.0,1,1,0.635572,1,0.574941,0.3723,1,29,1
AU049966,A083,M18,F12,RL0275,1,2023-03-26,False,7.7,1.0,0,1,0.672776,1,0.689612,0.418686,1,14,1
AU049967,A083,M18,F13,RL0299,1,2021-08-26,False,7.7,0.888122,0,1,0.454151,1,0.548421,0.474194,1,5,1
AU049968,A083,M18,F14,RL0323,1,2022-03-02,False,7.7,1.0,0,1,0.948254,1,0.454272,0.334813,0,22,1
AU049969,A083,M18,F15,RL0347,1,2024-11-29,False,7.7,0.947995,0,0,0.905717,0,0.587708,0.413175,1,2,0
AU049970,A083,M18,F16,RL0371,1,2023-11-25,False,7.7,1.0,1,0,0.742259,1,0.755918,0.409346,0,9,1
AU049971,A083,M18,F17,RL0395,1,2025-03-10,False,7.7,0.486372,0,1,0.758247,0,0.765991,0.4937,0,13,0
AU049972,A083,M18,F18,RL0419,1,2023-12-23,False,7.7,0.801182,1,0,0.672408,1,0.711818,0.265741,0,19,1
AU049973,A083,M18,F19,RL0443,1,2022-12-01,False,7.7,0.822244,1,0,0.713267,1,0.320221,0.419639,1,16,1
AU049974,A083,M18,F20,RL0467,1,2021-03-06,False,7.7,0.748577,0,1,0.8779,1,0.805929,0.642207,0,27,1
AU049975,A083,M18,F21,RL0491,1,2021-03-24,False,7.7,0.431028,1,1,0.601459,0,0.467012,0.603499,0,11,0
AU049976,A083,M18,F22,RL0515,1,2025-02-10,False,7.7,0.695011,0,1,0.773391,0,0.813676,0.437365,1,21,0
AU049977,A083,M18,F23,RL0539,1,2021-02-22,False,7.7,0.760227,1,0,0.785602,0,0.648759,0.231677,1,9,1
AU049978,A083,M18,F24,RL0563,1,2025-05-30,False,7.7,0.710472,1,0,0.570006,0,0.543316,0.494344,1,12,0
AU049979,A083,M18,F25,RL0587,1,2022-05-26,False,7.7,1.0,0,1,0.760198,0,0.696021,0.350862,0,16,1
AU049980,A083,M18,F26,RL0611,1,2023-04-26,True,7.7,0.947104,1,1,0.450679,0,0.711326,0.355529,0,17,0
AU049981,A083,M18,F27,RL0635,1,2025-03-08,False,7.7,0.688889,1,1,0.636712,0,0.716231,0.429286,1,6,1
AU049982,A083,M18,F28,RL0659,1,2021-11-15,False,7.7,1.0,1,0,0.84047,0,0.459364,0.297403,0,29,1
AU049983,A083,M18,F29,RL0683,1,2025-04-05,False,7.7,0.715787,0,0,0.545048,1,0.153943,0.435201,0,12,0
AU049984,A083,M18,F30,RL0707,1,2023-08-20,False,7.7,0.994922,1,1,0.592674,0,0.725305,0.6274,1,5,1
AU049985,A083,M18,F31,RL0731,1,2022-07-15,False,7.7,0.719327,1,1,0.772645,1,0.411354,0.410394,0,3,0
AU049986,A083,M18,F32,RL0755,1,2024-07-20,False,7.7,0.688743,1,0,0.693519,0,0.575795,0.491441,1,2,0
AU049987,A083,M18,F33,RL0779,1,2021-06-22,False,7.7,0.820266,1,0,0.4206,1,0.709752,0.357738,0,1,1
AU049988,A083,M18,F34,RL0803,1,2022-05-19,False,7.7,0.687715,0,1,0.527842,0,0.540948,0.50892,1,22,0
AU049989,A083,M18,F35,RL0827,1,2025-06-06,False,7.7,0.629703,0,0,0.817502,1,0.225372,0.412357,0,25,0
AU049990,A083,M18,F36,RL0851,1,2023-10-20,False,7.7,0.73085,1,1,0.198152,0,0.769666,0.383996,0,8,1
AU049991,A083,M18,F37,RL0875,1,2022-08-31,False,7.7,0.701506,1,0,0.75922,0,0.911338,0.415782,0,18,1
AU049992,A083,M18,F38,RL0899,1,2023-01-11,False,7.7,0.836414,1,1,0.825962,0,0.45529,0.388027,0,12,1
AU049993,A083,M18,F39,RL0923,1,2025-03-19,False,7.7,0.791193,1,1,0.518383,1,0.39277,0.275628,0,28,1
AU049994,A083,M18,F40,RL0947,1,2024-07-04,False,7.7,0.673374,0,1,0.341362,1,0.762734,0.327409,0,28,1
AU049995,A083,M18,F41,RL0971,1,2025-03-09,False,7.7,0.164052,0,0,0.586601,0,0.511073,0.406914,1,22,0
AU049996,A083,M18,F42,RL0995,1,2021-02-25,False,7.7,0.851458,0,1,0.641656,0,0.356656,0.326722,1,5,1
AU049997,A083,M18,F43,RL1019,1,2025-03-21,False,7.7,0.178842,1,1,0.527482,1,0.706247,0.534066,0,16,0
AU049998,A083,M18,F44,RL1043,1,2021-02-02,False,7.7,0.388011,0,0,0.369361,0,0.332675,0.408699,0,0,0
AU049999,A083,M18,F45,RL1067,1,2023-06-04,False,7.7,0.797856,1,1,0.623523,0,0.456791,0.592649,0,23,0
AU050000,A083,M18,F46,RL1091,1,2023-02-06,False,7.7,0.116356,0,1,0.873532,1,0.168865,0.452483,0,11,0
AU050001,A083,M18,F47,RL1115,1,2022-01-03,False,7.7,0.816076,1,1,0.374079,1,0.529064,0.315029,1,21,0
AU050002,A083,M18,F48,RL1139,1,2025-07-12,False,7.7,0.777706,0,1,0.735902,1,0.43037,0.410814,0,9,0
AU050003,A083,M18,F49,RL1163,1,2024-05-21,False,7.7,1.0,1,1,0.732732,0,0.369328,0.143425,0,28,1
