original_index,synthetic_collection_date
35549,2019-08-24
35550,2022-09-16
35552,2019-06-27
35553,2021-12-05
35555,2025-11-18
35556,2022-12-26
35557,2021-06-25
35559,2024-02-18
35560,2025-12-23
35562,2021-08-07
35563,2024-10-10
35564,2020-12-24
35565,2019-06-02
35567,2025-02-22
35568,2020-02-20
35570,2024-01-08
35572,2025-10-22
35573,2020-04-11
35576,2020-03-15
35577,2024-03-09
35578,2019-08-21
35579,2022-10-04
35580,2016-04-08
35581,2025-03-01
35583,2020-03-11
35584,2020-03-02
35585,2017-05-31
35586,2017-07-14
35588,2019-10-22
35589,2024-11-05
35590,2018-12-01
35592,2016-08-03
35593,2020-08-05
35594,2020-07-11
35595,2019-02-27
35596,2025-12-25
35597,2015-05-22
35599,2019-02-04
35600,2022-03-19
35602,2016-12-18
35603,2015-11-03
35605,2024-06-21
35606,2018-11-17
35607,2024-06-27
35609,2018-05-21
35610,2018-06-27
35611,2019-03-18
35614,2016-04-12
35615,2015-12-21
35616,2020-08-16
35617,2023-08-01
35619,2018-03-15
35620,2025-05-11
35624,2021-07-26
35626,2019-04-25
35627,2019-09-28
35628,2024-01-31
35629,2015-09-30
35630,2025-03-31
35631,2022-02-16
35633,2025-04-16
35636,2023-05-24
35637,2022-10-21
35638,2020-10-02
35639,2024-09-12
35640,2022-03-17
35641,2019-03-16
35643,2021-11-23
35644,2016-12-07
35645,2015-04-30
35646,2022-11-23
35648,2023-10-02
35650,2025-11-12
35652,2022-12-21
35653,2025-07-30
35654,2018-06-02
35655,2022-10-12
35656,2025-09-21
35657,2023-12-03
35658,2025-08-25
35659,2025-05-31
35661,2015-11-27
35662,2020-11-28
35665,2018-12-10
35666,2022-01-26
35667,2021-01-15
35668,2016-12-30
35669,2021-09-05
35672,2022-03-11
35674,2025-10-27
35676,2024-06-03
35677,2024-12-06
35678,2021-09-15
35679,2025-08-16
35681,2017-01-19
35683,2024-07-13
35684,2025-11-04
35685,2017-02-10
35686,2021-07-28
35688,2017-08-30
35689,2019-10-12
35691,2025-07-31
35692,2025-11-20
35693,2024-03-08
35694,2024-03-24
35695,2015-03-21
35696,2018-04-29
35698,2022-01-22
35699,2022-12-23
35700,2022-01-26
35701,2024-02-18
35703,2025-02-11
35704,2017-07-13
35705,2024-06-04
35706,2022-07-16
35708,2016-02-28
35710,2016-03-10
35711,2021-01-23
35713,2025-11-15
35714,2023-11-12
35715,2019-09-05
35718,2022-07-23
35720,2016-02-23
35721,2022-04-04
35722,2016-06-19
35723,2022-10-31
35725,2015-07-27
35726,2018-12-16
35727,2016-10-14
35728,2021-11-24
35732,2019-07-05
35733,2017-12-29
35734,2025-09-20
35736,2025-01-16
35737,2021-10-16
35740,2019-10-12
35741,2020-05-30
35743,2018-03-17
35744,2020-01-24
35746,2022-04-29
35749,2015-02-26
35750,2016-01-05
35751,2023-10-11
35752,2015-07-11
35755,2021-11-06
35756,2021-06-25
35758,2015-03-10
35763,2025-11-06
35764,2016-12-18
35765,2020-02-04
35766,2023-03-25
35770,2017-02-05
35771,2021-05-01
35772,2023-01-02
35774,2025-07-13
35775,2018-01-16
35777,2016-02-17
35779,2015-07-20
35781,2019-07-23
35782,2016-05-25
35783,2015-10-29
35784,2020-03-17
35785,2024-01-25
35788,2022-03-22
35789,2015-11-25
35790,2017-08-09
35791,2015-09-03
35794,2022-03-06
35795,2024-08-17
35796,2021-07-20
35797,2015-07-26
35798,2020-07-14
35799,2017-05-09
35800,2015-09-21
35801,2018-06-20
35802,2021-07-04
35803,2024-05-20
35804,2021-11-08
35805,2016-09-03
35807,2025-02-22
35811,2017-07-30
35817,2018-05-22
35818,2022-06-20
35819,2022-01-19
35820,2016-11-28
35821,2017-09-22
35822,2015-02-08
35824,2023-02-17
35825,2024-08-31
35826,2023-06-15
35827,2024-10-27
35828,2022-03-06
35830,2015-01-16
35831,2024-11-17
35832,2022-03-27
35833,2015-07-10
35834,2023-08-11
35836,2015-06-14
35837,2020-09-09
35840,2019-05-27
35841,2022-10-24
35842,2017-03-18
35844,2018-05-18
35845,2019-03-06
35846,2016-09-23
35849,2022-10-18
35854,2021-01-11
35855,2018-02-12
35856,2020-11-25
35857,2019-02-18
35859,2019-09-04
35860,2015-11-14
35863,2023-03-31
35864,2022-04-20
35865,2016-05-01
35866,2024-08-18
35867,2017-12-17
35869,2016-08-29
35870,2020-03-24
35871,2017-09-23
35872,2021-06-07
35875,2021-03-08
35878,2020-05-18
35881,2018-02-09
35882,2018-05-02
35883,2017-01-15
35884,2021-02-14
35885,2021-08-12
35886,2016-11-27
35887,2020-04-14
35890,2018-03-17
35891,2017-08-04
35892,2024-02-10
35893,2019-09-17
35896,2025-10-15
35899,2017-01-31
35900,2018-10-25
35902,2022-08-27
35904,2022-10-16
35905,2018-05-23
35906,2022-07-04
35907,2024-02-08
35908,2018-02-22
35910,2017-07-18
35912,2015-12-14
35916,2016-04-30
35917,2019-12-26
35919,2018-03-23
35921,2015-05-30
35922,2022-03-18
35926,2016-02-14
35927,2018-09-04
35928,2024-07-17
35930,2025-04-22
35931,2016-02-22
35932,2022-05-02
35934,2023-02-03
35935,2023-02-10
35936,2018-07-16
35937,2025-11-18
35938,2020-05-14
35939,2020-10-01
35940,2022-03-13
35943,2025-06-07
35944,2023-08-29
35945,2015-01-22
35946,2022-06-29
35947,2023-10-05
35948,2017-10-11
35951,2024-06-04
35952,2015-11-24
35953,2019-06-04
35954,2019-12-15
35956,2022-07-05
35958,2019-01-05
35959,2019-07-03
35960,2021-06-18
35963,2020-01-24
35965,2015-12-03
35967,2022-02-05
35968,2019-10-16
35969,2022-10-04
35971,2021-04-24
35972,2022-08-05
35973,2019-01-17
35975,2025-03-24
35976,2023-08-01
35977,2020-10-28
35979,2021-09-17
35980,2022-05-08
35981,2019-07-03
35982,2018-04-12
35984,2023-06-16
35985,2021-01-01
35986,2024-09-10
35988,2025-01-05
35990,2025-01-27
35991,2020-03-20
35992,2024-01-19
35993,2018-07-31
35994,2020-10-08
35995,2016-12-10
35996,2019-01-09
36000,2018-08-19
36001,2025-07-22
36002,2025-07-12
36004,2018-12-02
36005,2024-08-10
36006,2024-07-23
36007,2016-11-26
36008,2023-12-19
36009,2024-05-04
36010,2024-06-20
36011,2016-11-24
36012,2020-04-24
36014,2019-03-09
36016,2022-08-22
36018,2018-06-24
36019,2021-04-30
36020,2020-04-02
36021,2024-06-30
36023,2022-11-20
36024,2024-12-30
36028,2019-02-04
36029,2025-09-15
36030,2019-07-18
36031,2021-07-17
36032,2022-02-16
36033,2021-10-08
36034,2019-10-09
36036,2020-11-20
36037,2023-01-14
36038,2019-03-09
36040,2019-07-18
36042,2019-12-27
36043,2022-06-21
36044,2018-01-22
36045,2023-09-16
36046,2018-04-06
36047,2021-10-31
36049,2018-05-19
36051,2017-08-29
36054,2016-02-22
36055,2023-05-24
36056,2025-12-14
36057,2022-03-03
36059,2017-08-04
36062,2020-10-21
36063,2019-12-11
36064,2019-01-10
36065,2018-06-29
36066,2019-09-17
36067,2017-01-29
36068,2021-06-08
36069,2016-09-28
36070,2016-09-15
36073,2024-01-17
36074,2021-10-02
36075,2022-10-30
36076,2020-07-12
36077,2025-10-06
36078,2022-09-15
36079,2020-09-28
36081,2024-11-20
36083,2023-10-31
36085,2024-05-31
36086,2016-06-07
36087,2025-04-27
36088,2023-03-29
36089,2021-01-07
36090,2018-04-25
36091,2020-07-17
36093,2024-03-02
36096,2019-03-03
36097,2025-07-06
36101,2019-11-10
36103,2016-07-23
36104,2021-09-13
36105,2021-10-27
36107,2019-11-25
36111,2020-07-26
36112,2022-08-02
36113,2016-07-22
36114,2025-06-12
36116,2018-04-10
36119,2015-03-04
36121,2025-10-02
36125,2021-06-28
36126,2017-10-20
36127,2015-04-28
36130,2024-11-04
36131,2015-03-11
36132,2019-06-25
36133,2023-05-12
36134,2017-03-21
36135,2019-01-18
36136,2023-08-02
36138,2015-12-22
36140,2025-11-14
36141,2025-03-31
36142,2022-10-18
36144,2023-07-23
36147,2016-07-14
36148,2015-03-07
36150,2023-03-11
36151,2018-10-01
36154,2022-04-12
36155,2015-09-11
36157,2020-02-02
36158,2019-10-23
36159,2018-04-22
36160,2016-07-12
36161,2021-03-05
36162,2025-10-10
36163,2019-05-22
36164,2024-07-24
36165,2021-08-20
36166,2022-06-03
36167,2021-06-16
36168,2015-12-06
36169,2025-10-08
36171,2020-05-12
36172,2015-05-08
36174,2020-06-30
36176,2023-01-18
36177,2016-04-25
36178,2016-01-16
36179,2017-08-13
36180,2016-10-03
36181,2018-03-07
36182,2016-09-11
36183,2024-03-02
36184,2017-06-15
36185,2015-10-14
36187,2025-02-08
36188,2020-11-03
36189,2017-06-04
36192,2024-12-12
36193,2018-09-28
36194,2025-11-18
36195,2025-08-30
36196,2023-09-03
36199,2023-06-28
36200,2015-02-01
36203,2025-06-24
36204,2025-12-17
36205,2019-03-23
36207,2022-04-04
36208,2017-10-19
36209,2025-09-17
36210,2015-02-05
36211,2024-05-16
36212,2020-07-27
36213,2024-12-11
36214,2017-09-11
36215,2015-08-12
36216,2022-01-16
36217,2021-06-29
36218,2021-10-19
36221,2020-11-28
36223,2022-07-30
36225,2025-06-05
36226,2022-02-13
36227,2016-03-11
36228,2016-11-17
36229,2019-11-09
36232,2025-04-24
36234,2019-06-01
36235,2021-06-05
36236,2025-12-14
36237,2020-06-25
36238,2015-08-07
36240,2021-01-29
36242,2018-07-27
36243,2021-05-20
36246,2020-12-20
36247,2018-09-07
36248,2024-09-19
36250,2018-10-25
36251,2025-05-22
36253,2021-11-12
36254,2023-12-22
36255,2024-02-02
36256,2016-02-10
36258,2021-01-22
36259,2017-01-18
36260,2019-11-03
36261,2025-09-07
36262,2024-05-15
36263,2020-09-19
36264,2022-07-03
36267,2022-12-26
36268,2019-06-29
36269,2015-09-03
36270,2017-09-19
36271,2025-02-28
36272,2025-12-07
36273,2020-08-20
36274,2025-06-16
36275,2025-07-12
36276,2015-10-29
36278,2024-08-03
36279,2017-03-28
36280,2018-05-25
36281,2023-01-23
36282,2022-09-28
36285,2024-07-19
36287,2023-03-04
36288,2017-03-18
36289,2019-12-19
36290,2019-07-30
36291,2019-03-15
36292,2016-01-28
36293,2024-09-19
36294,2016-12-16
36296,2022-02-14
36297,2015-02-16
36298,2019-02-15
36299,2018-12-28
36301,2020-02-22
36303,2022-12-19
36305,2021-03-22
36306,2022-08-30
36307,2025-08-20
36309,2025-11-06
36310,2021-11-03
36311,2025-05-08
36312,2024-08-19
36313,2024-05-08
36315,2018-06-20
36316,2020-05-27
36317,2021-03-07
36318,2025-09-02
36319,2025-10-23
36320,2019-09-18
36321,2025-12-09
36322,2016-12-22
36323,2018-10-22
36324,2020-09-24
36326,2018-01-19
36327,2025-03-25
36328,2019-09-14
36330,2022-11-25
36331,2024-10-10
36333,2022-07-31
36334,2019-06-16
36336,2019-11-17
36337,2018-11-11
36340,2017-01-06
36342,2017-12-06
36343,2020-05-27
36345,2025-01-10
36346,2018-06-12
36347,2018-10-06
36348,2016-09-09
36350,2020-09-23
36351,2024-02-08
36352,2017-07-01
36353,2015-09-30
36354,2022-02-04
36355,2019-01-10
36356,2017-07-02
36357,2019-05-05
36358,2025-11-10
36360,2019-08-17
36362,2019-01-21
36363,2019-08-19
36365,2017-12-06
36368,2022-06-10
36369,2023-08-18
36371,2023-07-24
36373,2021-04-11
36374,2019-09-12
36375,2015-12-16
36376,2018-01-10
36377,2023-03-20
36378,2015-07-16
36381,2019-09-02
36382,2022-10-13
36385,2025-03-26
36387,2015-02-09
36388,2024-08-22
36389,2017-09-25
36390,2016-10-11
36391,2022-03-02
36392,2018-11-09
36394,2025-10-10
36395,2021-03-26
36397,2025-04-06
36398,2025-09-23
36401,2015-08-31
36403,2018-05-20
36404,2017-08-09
36406,2018-06-03
36409,2016-09-18
36410,2024-10-24
36413,2019-01-28
36414,2020-06-15
36417,2019-05-26
36418,2021-06-23
36420,2018-06-22
36423,2025-08-04
36425,2024-08-30
36427,2017-07-17
36428,2019-01-06
36429,2016-09-11
36430,2017-12-09
36431,2022-07-31
36432,2018-02-12
36433,2024-11-25
36435,2020-09-21
36436,2025-07-10
36443,2018-05-27
36444,2024-08-31
36446,2018-02-22
36450,2023-03-02
36451,2021-06-08
36453,2022-08-18
36455,2022-02-27
36456,2023-12-16
36457,2023-01-25
36458,2020-09-20
36459,2018-06-27
36460,2020-10-05
36461,2024-02-01
36462,2020-09-07
36463,2019-03-04
36465,2018-12-12
36467,2020-03-28
36469,2019-12-19
36470,2021-07-01
36471,2015-08-12
36472,2020-11-29
36473,2015-03-20
36474,2023-02-16
36476,2019-01-04
36478,2024-08-15
36479,2018-01-06
36480,2018-10-02
36481,2021-06-08
36483,2023-03-01
36484,2020-04-28
36485,2015-04-14
36486,2016-03-16
36487,2025-04-09
36488,2021-07-12
36489,2021-11-19
36492,2022-08-23
36493,2019-08-30
36494,2024-07-10
36496,2015-05-03
36497,2023-08-06
36498,2019-03-03
36499,2022-08-07
36500,2022-10-13
36501,2019-02-27
36502,2021-10-12
36503,2024-07-14
36506,2022-10-19
36507,2017-10-01
36510,2021-03-18
36511,2016-08-19
36512,2016-01-21
36517,2023-11-14
36518,2020-03-19
36519,2024-10-27
36520,2016-03-11
36521,2023-11-20
36522,2018-11-05
36524,2018-09-22
36525,2015-07-03
36526,2019-09-12
36528,2023-07-16
36529,2018-12-22
36530,2016-06-30
36531,2020-10-23
36533,2022-11-28
36535,2022-03-17
36536,2015-03-30
36537,2019-05-15
36538,2018-11-02
36539,2018-09-29
36540,2022-11-22
36541,2024-04-21
36542,2021-08-04
36543,2021-02-10
36546,2017-09-17
36548,2015-01-20
36549,2020-07-04
36550,2017-07-31
36551,2021-08-21
36552,2022-09-11
36555,2023-07-04
36556,2021-01-11
36558,2024-04-30
36559,2021-02-04
36562,2021-01-19
36563,2015-12-11
36564,2019-07-02
36565,2016-01-30
36566,2018-06-07
36568,2018-01-25
36569,2022-09-22
36575,2017-07-15
36576,2019-07-23
36577,2016-04-12
36578,2021-08-04
36579,2018-02-15
36581,2022-11-07
36582,2020-03-19
36583,2021-07-17
36584,2018-10-30
36586,2019-03-13
36587,2024-09-03
36589,2024-03-01
36592,2018-12-13
36593,2023-07-18
36594,2023-11-10
36595,2016-12-03
36596,2022-04-21
36597,2021-10-19
36598,2019-03-04
36599,2018-03-21
36600,2015-08-18
36601,2015-04-25
36602,2024-08-22
36603,2025-10-26
36605,2021-12-17
36608,2016-11-26
36610,2023-10-01
36611,2023-11-15
36612,2019-01-25
36614,2023-07-23
36615,2025-10-09
36617,2022-03-10
36618,2016-11-26
36620,2023-01-15
36622,2015-03-20
36625,2023-06-02
36626,2024-10-24
36628,2023-08-11
36629,2022-03-16
36630,2020-04-27
36632,2015-07-11
36634,2023-08-14
36636,2021-05-31
36637,2016-09-07
36640,2019-07-12
36641,2025-02-09
36642,2017-04-22
36643,2022-10-11
36644,2024-12-23
36645,2023-11-24
36646,2021-10-16
36647,2019-11-01
36650,2025-04-10
36652,2025-01-02
36653,2023-06-09
36655,2023-09-07
36656,2018-02-20
36658,2019-09-19
36661,2017-10-28
36664,2022-11-07
36665,2017-09-10
36666,2015-11-14
36667,2021-06-17
36668,2024-01-11
36669,2020-07-25
36671,2015-04-01
36672,2021-06-07
36674,2019-10-21
36675,2018-04-10
36678,2020-05-05
36682,2024-01-19
36683,2018-05-26
36684,2022-12-05
36685,2025-06-13
36690,2016-11-04
36691,2021-01-15
36692,2015-12-11
36693,2017-06-19
36694,2024-11-26
36695,2018-11-27
36696,2019-11-22
36697,2019-10-28
36699,2020-03-21
36700,2017-05-09
36702,2018-11-16
36703,2019-06-23
36704,2020-01-22
36705,2024-04-24
36706,2015-03-03
36707,2015-08-14
36708,2023-09-18
36710,2017-05-12
36711,2020-04-15
36712,2016-07-11
36714,2018-06-10
36719,2015-04-15
36720,2023-10-18
36721,2019-11-03
36726,2019-03-10
36727,2015-04-13
36728,2024-08-08
36729,2017-07-03
36731,2020-01-18
36732,2024-04-01
36733,2018-10-11
36734,2017-12-22
36735,2023-01-28
36737,2016-03-28
36738,2015-11-02
36739,2018-07-24
36741,2021-05-15
36743,2016-11-14
36745,2015-02-01
36746,2019-04-28
36751,2016-10-20
36752,2022-03-22
36754,2017-01-17
36755,2016-02-11
36756,2016-12-24
36757,2019-06-06
36758,2017-07-01
36759,2017-07-14
36760,2016-04-27
36761,2016-08-14
36762,2017-12-01
36763,2015-02-09
36764,2015-02-23
36765,2016-07-05
36766,2022-06-07
36767,2019-04-13
36768,2020-10-13
36772,2016-05-13
36773,2023-12-25
36774,2023-10-13
36775,2025-01-24
36777,2023-12-20
36778,2024-04-06
36779,2023-01-08
36781,2025-04-14
36783,2016-11-15
36784,2019-05-15
36787,2022-06-01
36788,2021-11-22
36789,2025-08-01
36790,2023-03-05
36791,2019-04-30
36792,2019-11-16
36793,2019-11-10
36794,2016-08-18
36795,2018-04-13
36797,2023-09-01
36799,2015-05-15
36800,2018-01-20
36801,2017-08-25
36802,2020-08-25
36803,2024-11-13
36804,2018-11-02
36806,2016-08-01
36807,2022-11-27
36808,2018-08-19
36809,2015-03-11
36810,2023-11-06
36812,2022-05-19
36813,2017-07-30
36814,2016-06-05
36815,2023-05-09
36816,2018-01-23
36817,2022-03-11
36818,2021-01-24
36819,2024-01-02
36821,2023-03-03
36822,2023-12-31
36824,2017-11-14
36825,2025-07-31
36826,2017-01-15
36828,2017-04-08
36829,2023-09-29
36832,2017-01-01
36833,2018-09-14
36834,2018-03-06
36836,2016-03-11
36838,2024-01-06
36840,2021-06-26
36841,2021-08-25
36842,2023-11-04
36845,2018-04-08
36846,2019-10-03
36847,2024-04-07
36849,2025-03-18
36850,2020-12-04
36851,2020-06-28
36852,2021-04-21
36853,2015-02-05
36854,2023-05-29
36855,2017-09-26
36856,2018-11-28
36857,2021-10-02
36858,2016-07-05
36859,2016-11-24
36860,2019-03-05
36862,2021-12-03
36863,2019-12-07
36865,2019-12-01
36866,2021-02-11
36867,2015-03-06
36868,2015-05-05
36869,2017-07-29
36870,2020-04-04
36871,2018-01-03
36872,2023-01-04
36873,2025-07-17
36874,2019-05-07
36875,2017-10-26
36877,2020-01-10
36879,2019-03-14
36881,2024-03-28
36882,2021-01-12
36885,2021-10-05
36886,2022-04-25
36887,2022-08-23
36889,2018-09-07
36891,2023-09-05
36892,2023-09-04
36893,2017-01-29
36894,2024-11-07
36895,2023-07-02
36896,2016-10-24
36898,2019-05-01
36899,2021-01-13
36900,2019-10-31
36903,2021-02-15
36904,2022-01-24
36906,2025-08-27
36907,2019-07-01
36908,2022-10-01
36909,2024-04-14
36910,2015-06-22
36911,2021-10-29
36913,2016-08-04
36914,2015-08-13
36916,2019-05-26
36917,2015-09-26
36919,2021-01-08
36920,2018-07-27
36922,2018-05-12
36924,2016-03-01
36925,2019-11-23
36926,2020-12-25
36927,2019-09-28
36928,2022-03-17
36929,2018-03-24
36930,2025-12-02
36932,2016-09-16
36935,2023-12-22
36936,2016-09-20
36938,2019-08-05
36940,2023-12-17
36941,2024-10-24
36942,2016-12-22
36944,2017-02-03
36945,2015-04-29
36946,2020-05-18
36947,2024-02-28
36949,2018-04-18
36950,2023-05-08
36951,2017-11-27
36952,2019-02-15
36953,2016-05-29
36954,2021-12-24
36955,2023-01-07
36961,2023-01-08
36964,2017-05-25
36965,2017-10-28
36966,2015-01-31
36969,2019-11-08
36971,2019-02-28
36974,2015-10-13
36975,2021-03-23
36976,2018-12-18
36977,2021-12-06
36978,2020-02-13
36979,2019-09-03
36980,2022-12-14
36981,2018-07-06
36982,2020-03-28
36983,2024-07-15
36984,2020-01-10
36985,2015-04-03
36986,2017-12-25
36987,2023-08-01
36988,2023-08-01
36989,2019-07-14
36991,2018-12-04
36992,2018-02-26
36994,2015-01-28
36995,2018-05-31
36997,2020-10-17
36998,2016-02-20
36999,2021-10-04
37000,2021-11-15
37003,2016-04-08
37004,2019-10-13
37005,2020-06-15
37006,2019-06-30
37007,2021-12-18
37009,2016-01-05
37011,2016-10-16
37013,2020-10-29
37015,2025-11-15
37016,2023-03-04
37017,2020-05-07
37018,2015-05-22
37019,2018-04-09
37020,2016-08-23
37021,2018-02-20
37023,2020-08-10
37027,2023-06-22
37028,2025-11-06
37031,2021-10-27
37032,2020-01-17
37033,2019-08-23
37034,2022-10-01
37035,2021-06-29
37036,2017-11-06
37038,2016-10-30
37039,2015-06-21
37040,2019-01-01
37041,2022-07-23
37042,2021-08-29
37045,2020-02-24
37046,2018-10-14
37047,2019-10-28
37049,2018-08-26
37050,2019-11-26
37052,2024-10-24
37053,2021-07-25
37054,2020-01-27
37057,2020-08-26
37058,2017-06-23
37059,2024-07-02
37061,2019-03-23
37062,2015-11-30
37063,2019-11-18
37064,2023-10-28
37065,2024-01-30
37067,2023-06-08
37068,2018-03-27
37069,2025-09-27
37071,2018-05-05
37074,2021-03-19
37075,2024-08-24
37076,2020-12-17
37078,2021-06-29
37081,2019-06-07
37082,2022-05-19
37083,2016-11-17
37086,2019-11-04
37087,2016-11-08
37088,2016-02-29
37089,2022-06-24
37090,2020-08-26
37091,2017-06-10
37092,2019-01-30
37093,2021-08-18
37094,2024-10-12
37095,2023-06-13
37096,2016-11-02
37097,2022-03-18
37098,2023-08-30
37099,2017-12-07
37100,2023-02-03
37103,2019-09-13
37104,2019-11-01
37105,2025-11-23
37108,2016-02-13
37109,2015-09-07
37110,2022-09-03
37112,2016-02-23
37113,2015-01-11
37114,2018-02-16
37115,2021-04-25
37119,2017-01-27
37120,2015-04-13
37121,2019-04-30
37124,2025-05-03
37130,2021-04-20
37131,2015-03-08
37134,2024-06-16
37135,2021-02-15
37137,2025-11-23
37138,2019-04-08
37139,2020-08-08
37140,2018-01-28
37142,2018-05-28
37143,2024-08-12
37144,2016-02-02
37145,2025-07-30
37146,2022-06-12
37148,2023-03-03
37150,2021-03-27
37151,2023-03-08
37152,2020-05-10
37155,2022-07-28
37156,2023-05-11
37157,2018-04-01
37158,2019-10-10
37159,2024-04-12
37160,2022-05-05
37162,2023-09-06
37164,2016-02-10
37166,2015-01-28
37167,2017-08-30
37168,2016-09-17
37169,2018-10-21
37170,2020-06-10
37171,2016-03-02
37173,2019-04-05
37174,2019-01-18
37175,2022-06-10
37176,2024-06-12
37177,2015-05-22
37178,2025-07-22
37179,2018-02-02
37180,2021-08-13
37182,2020-03-27
37183,2021-05-18
37185,2015-01-10
37186,2022-02-01
37187,2016-12-13
37188,2015-07-10
37189,2025-11-07
37192,2019-10-19
37193,2021-12-11
37194,2023-02-25
37195,2022-02-18
37196,2017-12-09
37197,2015-10-23
37198,2016-07-04
37199,2019-11-02
37202,2018-03-17
37204,2015-03-29
37205,2020-09-19
37206,2016-11-03
37207,2021-02-01
37209,2016-08-21
37210,2019-09-23
37211,2020-10-03
37212,2023-10-22
37213,2016-01-16
37214,2019-06-15
37215,2022-01-13
37216,2020-10-16
37217,2019-01-05
37218,2020-04-12
37219,2019-10-12
37223,2024-07-24
37225,2021-08-05
37226,2023-11-30
37227,2017-03-29
37230,2022-08-26
37231,2019-07-09
37234,2022-11-16
37235,2020-02-24
37236,2016-02-20
37237,2018-10-22
37238,2024-08-28
37240,2016-02-28
37244,2023-10-21
37245,2025-04-08
37246,2021-01-01
37249,2016-12-04
37250,2016-12-30
37251,2019-09-16
37253,2024-05-03
37254,2024-02-18
37257,2019-05-12
37258,2018-03-08
37259,2023-10-02
37260,2018-02-09
37261,2020-12-23
37262,2017-07-03
37263,2022-04-04
37264,2021-01-27
37266,2016-01-06
37267,2024-02-25
37268,2018-03-31
37269,2018-08-23
37270,2015-04-05
37271,2023-11-16
37274,2022-06-04
37275,2021-10-28
37276,2025-11-03
37277,2018-12-23
37278,2024-05-09
37279,2024-01-17
37281,2018-02-27
37282,2020-06-28
37283,2025-11-23
37284,2019-05-02
37285,2016-05-25
37286,2019-07-03
37287,2020-06-27
37288,2016-05-04
37290,2021-12-27
37291,2017-10-31
37293,2017-02-10
37294,2017-06-13
37296,2019-04-13
37298,2017-03-16
37301,2021-12-13
37302,2019-06-08
37303,2015-12-18
37306,2019-12-09
37307,2023-07-01
37309,2022-06-25
37310,2022-09-24
37311,2018-05-15
37312,2016-03-25
37314,2016-08-28
37317,2016-11-21
37318,2017-09-22
37320,2015-11-29
37321,2022-09-10
37322,2025-07-09
37323,2019-10-13
37325,2023-06-03
37326,2024-09-18
37327,2025-11-16
37328,2019-02-23
37331,2020-07-20
37332,2016-06-02
37333,2016-06-18
37334,2016-12-19
37337,2015-03-31
37338,2018-03-17
37339,2024-07-23
37341,2016-12-31
37342,2025-08-16
37343,2016-05-31
37344,2016-06-11
37346,2021-07-30
37347,2017-09-10
37348,2021-05-18
37351,2021-07-18
37355,2025-05-19
37356,2020-12-30
37357,2015-09-25
37358,2024-06-24
37359,2015-01-21
37361,2018-01-05
37362,2018-08-14
37363,2019-04-20
37364,2019-05-20
37366,2018-10-17
37367,2018-04-06
37368,2020-10-16
37371,2019-10-01
37372,2019-03-04
37373,2024-07-03
37374,2015-06-05
37375,2018-05-02
37377,2022-02-23
37378,2024-05-31
37379,2023-07-17
37380,2019-06-09
37382,2022-09-01
37383,2023-06-02
37385,2022-09-01
37386,2023-04-20
37387,2017-05-16
37389,2023-05-24
37390,2015-11-17
37392,2017-01-14
37393,2021-11-01
37394,2025-07-02
37396,2023-01-13
37397,2022-10-05
37398,2022-07-28
37399,2019-02-11
37400,2024-05-24
37402,2020-11-12
37403,2016-03-10
37404,2023-09-21
37405,2019-07-07
37406,2018-04-12
37407,2017-03-23
37408,2016-07-27
37411,2023-01-24
37412,2022-04-02
37413,2016-11-20
37414,2019-05-14
37417,2019-06-06
37420,2024-04-27
37422,2022-01-29
37425,2019-09-01
37426,2017-12-18
37427,2015-08-11
37429,2020-12-30
37431,2020-01-07
37432,2025-07-22
37433,2020-09-03
37434,2016-01-24
37435,2021-03-23
37436,2015-01-18
37437,2023-04-21
37438,2019-07-09
37440,2024-10-31
37441,2020-09-03
37443,2016-10-08
37444,2016-08-13
37445,2022-08-25
37447,2016-03-19
37448,2018-04-02
37449,2024-02-25
37452,2015-09-15
37453,2018-10-19
37454,2017-11-23
37455,2015-10-30
37456,2018-01-17
37457,2016-07-29
37458,2019-01-06
37459,2019-02-15
37460,2023-05-11
37461,2022-03-11
37463,2024-08-08
37464,2024-10-21
37467,2019-01-11
37468,2024-06-17
37470,2025-03-22
37471,2019-01-29
37472,2024-09-03
37473,2015-03-21
37474,2023-12-16
37476,2022-01-10
37477,2018-01-30
37478,2015-10-19
37480,2025-03-21
37481,2018-11-05
37483,2024-11-22
37484,2025-04-26
37485,2018-10-30
37486,2019-09-15
37488,2020-12-18
37489,2019-07-22
37490,2022-07-26
37491,2017-09-25
37492,2022-01-15
37493,2019-05-19
37496,2024-07-05
37497,2019-07-25
37498,2025-12-06
37499,2017-04-07
37500,2021-09-22
37501,2017-07-25
37503,2022-07-27
37505,2023-04-29
37507,2018-07-05
37508,2023-10-18
37509,2021-04-27
37510,2020-12-23
37511,2018-01-23
37512,2015-12-10
37513,2020-03-16
37514,2025-01-16
37517,2022-08-12
37518,2025-06-02
37519,2025-05-18
37520,2023-12-20
37521,2016-01-19
37522,2015-10-10
37524,2015-04-29
37527,2019-04-13
37529,2016-12-05
37530,2022-01-23
37531,2019-08-11
37532,2017-03-25
37533,2016-10-14
37534,2024-11-04
37536,2022-07-11
37537,2022-01-01
37538,2022-04-30
37540,2017-02-03
37541,2022-08-05
37542,2020-12-01
37543,2016-07-26
37544,2019-03-02
37545,2023-03-06
37547,2023-05-11
37548,2019-02-08
37549,2015-06-19
37551,2015-08-25
37552,2015-12-18
37553,2022-12-20
37554,2024-11-26
37555,2023-07-03
