train_index,audition_id,callback,shard,slice,actor_role_key
1046,AU001047,0,4,2,A001|RL0430
34243,AU034244,0,4,3,A056|RL1010
40956,AU040957,0,5,1,A067|RL0612
29043,AU029044,0,5,3,A047|RL0073
56386,AU056387,1,4,3,A094|RL1140
49038,AU049039,0,1,1,A082|RL1035
36815,AU036816,0,1,2,A060|RL0009
18697,AU018698,1,2,5,A028|RL0202
57380,AU057381,0,1,4,A096|RL0896
3677,AU003678,0,2,5,A003|RL0267
27088,AU027089,0,1,5,A043|RL0631
13901,AU013902,0,3,5,A020|RL1182
33206,AU033207,0,1,4,A054|RL1036
27986,AU027987,0,5,2,A045|RL0794
23830,AU023831,0,1,4,A037|RL0706
50681,AU050682,0,5,1,A085|RL0818
6462,AU006463,0,1,5,A008|RL0122
45830,AU045831,0,5,4,A076|RL0991
40435,AU040436,0,1,3,A067|RL1033
44180,AU044181,0,4,5,A073|RL1040
34327,AU034328,0,2,5,A056|RL0676
20054,AU020055,0,3,4,A031|RL0099
4631,AU004632,0,5,1,A004|RL0131
43180,AU043181,0,2,2,A071|RL0731
59750,AU059751,0,2,4,A100|RL0176
58211,AU058212,1,1,1,A098|RL0265
52006,AU052007,0,5,5,A087|RL0702
13405,AU013406,1,2,1,A019|RL1190
51532,AU051533,1,5,5,A086|RL0584
31132,AU031133,1,1,5,A050|RL1088
30970,AU030971,0,4,2,A050|RL0725
24576,AU024577,0,3,4,A039|RL0746
10678,AU010679,0,3,1,A015|RL1199
18758,AU018759,0,1,5,A028|RL0491
23030,AU023031,0,5,4,A036|RL1013
27500,AU027501,0,1,2,A044|RL0412
58950,AU058951,1,2,2,A099|RL0076
1071,AU001072,0,1,1,A001|RL1030
7152,AU007153,0,1,3,A009|RL0700
16100,AU016101,0,4,5,A024|RL1197
3851,AU003852,1,2,5,A003|RL0918
8786,AU008787,0,2,4,A012|RL1179
36302,AU036303,1,1,4,A059|RL0130
8290,AU008291,0,1,5,A011|RL1187
51092,AU051093,1,3,1,A085|RL0107
47487,AU047488,0,1,1,A079|RL1110
9453,AU009454,0,2,4,A013|RL1198
28849,AU028850,1,4,5,A046|RL0824
59988,AU059989,1,3,5,A100|RL0013
11220,AU011221,1,3,4,A016|RL1189
12700,AU012701,1,1,3,A018|RL1181
12931,AU012932,1,4,3,A019|RL1196
42522,AU042523,0,5,3,A070|RL0897
4923,AU004924,1,3,1,A005|RL0557
37532,AU037533,1,1,5,A061|RL0084
53734,AU053735,0,1,5,A090|RL0175
27283,AU027284,0,5,1,A043|RL0611
37134,AU037135,1,3,4,A061|RL1107
2482,AU002483,0,3,4,A001|RL0771
36627,AU036628,0,4,5,A060|RL0197
57652,AU057653,1,4,5,A097|RL0074
21545,AU021546,0,3,1,A033|RL0394
24280,AU024281,0,2,1,A038|RL0224
16691,AU016692,0,5,4,A025|RL1188
46022,AU046023,1,4,4,A076|RL0899
56546,AU056547,0,2,2,A095|RL1155
59467,AU059468,0,4,1,A100|RL0434
4361,AU004362,1,2,5,A004|RL0701
53307,AU053308,0,4,5,A089|RL0010
54209,AU054210,0,5,5,A091|RL0317
819,AU000820,0,5,5,A001|RL0857
20321,AU020322,1,1,1,A031|RL0632
5542,AU005543,0,5,5,A006|RL0606
36666,AU036667,0,3,2,A060|RL1133
40577,AU040578,0,3,4,A067|RL0916
42270,AU042271,1,5,2,A070|RL0724
11827,AU011828,0,3,5,A017|RL1196
58879,AU058880,0,2,4,A099|RL0722
47491,AU047492,1,2,5,A079|RL0031
53827,AU053828,0,4,4,A090|RL0057
34477,AU034478,0,4,2,A056|RL0751
52987,AU052988,0,2,4,A089|RL0555
45275,AU045276,0,5,3,A075|RL0104
58242,AU058243,0,4,2,A098|RL1009
39528,AU039529,0,4,1,A065|RL0606
25073,AU025074,0,4,4,A040|RL0217
18467,AU018468,1,4,5,A028|RL0557
54868,AU054869,1,5,1,A092|RL0558
23185,AU023186,0,3,2,A036|RL0033
35660,AU035661,0,1,5,A058|RL0704
19274,AU019275,1,1,5,A029|RL0418
50,AU000051,0,5,4,A001|RL0026
19381,AU019382,1,4,1,A029|RL0636
50051,AU050052,0,1,2,A084|RL0481
12435,AU012436,0,3,1,A018|RL1180
3783,AU003784,1,4,1,A003|RL0461
15901,AU015902,1,3,2,A023|RL1190
7483,AU007484,1,5,1,A009|RL0419
10112,AU010113,0,1,3,A014|RL1185
29327,AU029328,0,1,3,A047|RL1014
3194,AU003195,1,1,3,A002|RL1132
33740,AU033741,0,5,5,A055|RL0220
10657,AU010658,0,1,2,A015|RL1178
54887,AU054888,0,2,2,A092|RL1014
2742,AU002743,0,4,5,A001|RL1136
1291,AU001292,0,2,5,A001|RL0411
3338,AU003339,0,4,2,A002|RL1063
29891,AU029892,1,2,1,A048|RL0918
26202,AU026203,0,2,5,A042|RL0049
57839,AU057840,0,2,5,A097|RL1037
27747,AU027748,1,3,1,A044|RL0465
26083,AU026084,0,4,2,A041|RL0250
48669,AU048670,1,4,1,A081|RL1087
53948,AU053949,0,5,5,A090|RL0611
14339,AU014340,0,1,5,A021|RL1188
11103,AU011104,0,2,2,A015|RL1192
44895,AU044896,0,1,4,A074|RL1067
56161,AU056162,0,2,5,A094|RL0440
56075,AU056076,0,4,3,A094|RL0726
15902,AU015903,0,3,1,A023|RL1191
35713,AU035714,0,2,4,A058|RL0801
37003,AU037004,1,1,3,A061|RL0313
16858,AU016859,0,3,1,A025|RL1187
14181,AU014182,1,3,2,A021|RL1198
25381,AU025382,0,4,5,A040|RL0559
18323,AU018324,0,5,4,A028|RL0626
38229,AU038230,0,5,1,A063|RL0171
52236,AU052237,0,3,3,A087|RL0347
28703,AU028704,1,1,5,A046|RL0845
44396,AU044397,0,1,3,A074|RL0841
17119,AU017120,1,2,4,A026|RL0169
53775,AU053776,0,1,5,A090|RL1159
59009,AU059010,0,4,4,A099|RL0317
48511,AU048512,1,3,3,A081|RL0820
26619,AU026620,0,4,1,A042|RL0657
35838,AU035839,0,4,5,A058|RL0276
8810,AU008811,0,3,2,A012|RL1179
21028,AU021029,0,5,3,A032|RL0443
53848,AU053849,1,4,5,A090|RL0561
9935,AU009936,0,4,4,A014|RL1200
30165,AU030166,1,4,5,A048|RL0444
52999,AU053000,1,5,2,A089|RL0843
41085,AU041086,0,3,4,A068|RL0675
39653,AU039654,0,4,3,A065|RL0081
37038,AU037039,1,4,3,A061|RL1153
55477,AU055478,0,4,3,A093|RL0774
17116,AU017117,1,3,5,A026|RL0097
54955,AU054956,0,3,2,A092|RL0296
3528,AU003529,1,1,4,A002|RL0923
3756,AU003757,1,5,1,A003|RL0988
13216,AU013217,0,5,4,A019|RL1193
35101,AU035102,0,5,3,A057|RL0920
49962,AU049963,1,3,4,A083|RL0203
16633,AU016634,0,4,1,A025|RL1178
49137,AU049138,0,3,5,A082|RL1061
49575,AU049576,0,4,2,A083|RL0315
20849,AU020850,0,3,1,A032|RL0847
49000,AU049001,1,5,3,A082|RL0123
41120,AU041121,0,2,4,A068|RL0340
47391,AU047392,1,2,2,A079|RL1156
39007,AU039008,1,2,1,A064|RL0535
15773,AU015774,1,5,1,A023|RL1182
18204,AU018205,1,2,3,A027|RL0827
34664,AU034665,1,3,4,A056|RL0539
30485,AU030486,0,5,3,A049|RL0367
45337,AU045338,0,2,3,A075|RL0417
56383,AU056384,0,4,2,A094|RL1068
8405,AU008406,0,4,1,A011|RL1182
36212,AU036213,0,1,4,A059|RL0320
5980,AU005981,0,3,1,A007|RL1011
28697,AU028698,1,4,1,A046|RL0701
8644,AU008645,0,1,1,A011|RL1181
12640,AU012641,1,2,4,A018|RL1193
39715,AU039716,1,5,3,A065|RL0394
47102,AU047103,0,3,5,A078|RL0778
45923,AU045924,0,2,3,A076|RL0873
43040,AU043041,0,3,1,A071|RL0896
50495,AU050496,1,4,1,A084|RL0562
26125,AU026126,0,1,4,A041|RL0083
9634,AU009635,1,4,4,A013|RL1187
7207,AU007208,1,5,5,A009|RL0845
22919,AU022920,0,2,5,A036|RL0699
26631,AU026632,1,5,4,A042|RL0945
26833,AU026834,1,4,4,A043|RL0386
54651,AU054652,0,5,5,A092|RL0050
53120,AU053121,0,1,3,A089|RL0222
22451,AU022452,0,4,2,A035|RL0749
48581,AU048582,1,1,1,A081|RL0150
34385,AU034386,0,4,5,A056|RL0893
47103,AU047104,1,1,4,A078|RL0802
22136,AU022137,0,4,5,A034|RL0946
42986,AU042987,0,3,1,A071|RL0775
16433,AU016434,0,2,2,A024|RL1194
35953,AU035954,1,4,3,A059|RL1154
46320,AU046321,1,1,1,A077|RL0318
35152,AU035153,0,5,5,A057|RL0969
20840,AU020841,0,2,2,A032|RL0631
7287,AU007288,1,4,3,A009|RL0415
47119,AU047120,0,3,4,A078|RL0011
58003,AU058004,0,4,1,A097|RL0273
21561,AU021562,0,3,5,A033|RL0778
33026,AU033027,0,2,3,A054|RL0241
18220,AU018221,1,5,2,A027|RL0036
28712,AU028713,1,3,3,A046|RL1061
6748,AU006749,1,4,5,A008|RL1111
41843,AU041844,0,5,1,A069|RL0559
34579,AU034580,0,2,3,A056|RL0849
15020,AU015021,0,1,4,A022|RL1197
53259,AU053260,1,4,3,A089|RL0033
12685,AU012686,1,1,4,A018|RL1190
32007,AU032008,0,4,2,A052|RL0699
29369,AU029370,0,4,4,A047|RL0847
24686,AU024687,0,3,4,A039|RL1036
19361,AU019362,1,3,3,A029|RL0156
58831,AU058832,0,2,4,A099|RL0745
58542,AU058543,0,5,2,A098|RL1159
48620,AU048621,0,2,1,A081|RL1086
8970,AU008971,0,3,1,A012|RL1195
49894,AU049895,0,3,3,A083|RL0921
52623,AU052624,1,2,2,A088|RL0727
42859,AU042860,1,1,2,A071|RL0077
57996,AU057997,1,3,4,A097|RL0105
30145,AU030146,1,4,2,A048|RL1139
25578,AU025579,0,1,4,A040|RL0587
3861,AU003862,0,1,3,A003|RL1158
4261,AU004262,1,2,5,A004|RL0651
34990,AU034991,0,1,4,A057|RL0606
24430,AU024431,0,3,1,A038|RL0299
54768,AU054769,0,3,3,A092|RL0508
9624,AU009625,1,3,4,A013|RL1177
16512,AU016513,1,5,2,A025|RL1177
10208,AU010209,0,3,2,A014|RL1185
5481,AU005482,0,1,4,A006|RL0317
28179,AU028180,0,2,5,A045|RL0726
50433,AU050434,0,5,4,A084|RL0249
14928,AU014929,0,4,3,A022|RL1177
41143,AU041144,1,5,4,A068|RL0892
20211,AU020212,0,5,4,A031|RL0342
44398,AU044399,1,2,5,A074|RL0889
5053,AU005054,1,3,1,A005|RL0152
2753,AU002754,0,2,2,A001|RL0225
36360,AU036361,0,1,4,A059|RL0347
29625,AU029626,0,5,3,A048|RL0409
25683,AU025684,1,4,3,A041|RL0050
54606,AU054607,0,3,5,A092|RL0145
864,AU000865,0,5,5,A001|RL0762
35138,AU035139,0,5,3,A057|RL0633
8127,AU008128,0,1,3,A011|RL1192
38460,AU038461,1,3,1,A063|RL1015
38467,AU038468,1,1,3,A063|RL0008
18910,AU018911,0,3,4,A029|RL1082
56850,AU056851,0,2,5,A095|RL0226
39064,AU039065,0,5,3,A064|RL0728
14404,AU014405,1,3,5,A021|RL1181
5121,AU005122,1,5,1,A005|RL0609
18187,AU018188,1,3,3,A027|RL0419
1786,AU001787,0,1,1,A001|RL0541
12342,AU012343,0,1,5,A018|RL1183
48214,AU048215,1,2,4,A080|RL0250
14619,AU014620,1,2,2,A021|RL1180
45861,AU045862,0,3,3,A076|RL0560
19054,AU019055,1,1,5,A029|RL1013
47845,AU047846,1,3,3,A080|RL0794
35365,AU035366,0,5,1,A058|RL0674
16073,AU016074,0,3,5,A024|RL1194
14532,AU014533,0,2,2,A021|RL1189
19066,AU019067,0,3,3,A029|RL0126
25080,AU025081,0,4,1,A040|RL0385
52476,AU052477,0,4,1,A088|RL0724
17918,AU017919,1,3,4,A027|RL1013
51756,AU051757,0,3,1,A087|RL0577
33853,AU033854,0,1,1,A055|RL0582
32945,AU032946,0,4,5,A053|RL0179
57264,AU057265,0,3,4,A096|RL0462
29677,AU029678,0,1,3,A048|RL0482
57018,AU057019,1,3,4,A096|RL0433
20299,AU020300,0,3,4,A031|RL0104
6083,AU006084,0,3,2,A007|RL1133
9111,AU009112,1,5,3,A012|RL1192
42633,AU042634,0,1,3,A070|RL0036
56078,AU056079,1,5,4,A094|RL0798
39985,AU039986,1,4,2,A066|RL0316
42809,AU042810,0,4,1,A071|RL0052
5962,AU005963,1,2,4,A007|RL0579
28994,AU028995,1,4,4,A046|RL0779
30805,AU030806,1,3,4,A050|RL0290
27481,AU027482,0,1,1,A044|RL1131
50739,AU050740,0,2,4,A085|RL1035
2731,AU002732,0,1,4,A001|RL0872
5908,AU005909,1,4,5,A007|RL0458
43626,AU043627,0,1,4,A072|RL0177
44908,AU044909,1,4,4,A074|RL0204
21372,AU021373,0,5,2,A033|RL0942
11726,AU011727,1,4,5,A017|RL1191
49533,AU049534,0,4,5,A083|RL0482
46252,AU046253,0,3,2,A077|RL1036
15958,AU015959,1,5,1,A024|RL1199
44675,AU044676,0,5,2,A074|RL0487
39730,AU039731,0,5,4,A065|RL0754
3540,AU003541,0,2,4,A002|RL0036
52606,AU052607,0,1,4,A088|RL0319
46794,AU046795,1,4,1,A078|RL0436
59159,AU059160,0,3,4,A099|RL0392
19921,AU019922,0,5,1,A030|RL1139
42134,AU042135,0,3,3,A070|RL0985
43797,AU043798,0,1,1,A073|RL0073
18262,AU018263,0,4,1,A028|RL0337
25269,AU025270,0,4,3,A040|RL0221
35075,AU035076,1,1,5,A057|RL0296
24405,AU024406,0,1,1,A038|RL0874
53003,AU053004,1,4,5,A089|RL0939
2575,AU002576,1,1,5,A001|RL0653
54414,AU054415,0,1,5,A091|RL0537
26842,AU026843,0,4,3,A043|RL0602
56057,AU056058,0,3,5,A094|RL0294
46517,AU046518,0,1,5,A077|RL0346
20677,AU020678,0,3,5,A032|RL0244
49300,AU049301,1,3,1,A082|RL0273
45128,AU045129,0,5,3,A075|RL0101
40096,AU040097,0,5,3,A066|RL0630
3046,AU003047,0,1,5,A002|RL1105
11681,AU011682,0,5,5,A016|RL1194
3867,AU003868,1,5,5,A003|RL0127
51777,AU051778,0,5,3,A087|RL1081
53772,AU053773,0,3,1,A090|RL1087
37132,AU037133,1,4,2,A061|RL1059
22367,AU022368,0,2,1,A035|RL1083
26757,AU026758,1,4,3,A042|RL0444
31018,AU031019,1,3,3,A050|RL0702
5666,AU005667,1,1,5,A006|RL0057
50539,AU050540,0,5,4,A084|RL0443
26897,AU026898,1,5,3,A043|RL0747
46474,AU046475,1,4,5,A077|RL0489
14522,AU014523,1,3,1,A021|RL1179
8241,AU008242,1,3,4,A011|RL1186
56970,AU056971,1,5,3,A095|RL0756
39527,AU039528,1,3,1,A065|RL0582
21687,AU021688,0,4,1,A034|RL0745
55223,AU055224,1,2,2,A093|RL0553
38893,AU038894,0,1,3,A064|RL0149
39244,AU039245,0,5,4,A064|RL0348
7309,AU007310,0,4,3,A009|RL0943
53403,AU053404,1,4,3,A089|RL1139
14206,AU014207,1,4,5,A021|RL1199
10,AU000011,0,1,1,A001|RL0241
25614,AU025615,0,3,1,A040|RL0276
9368,AU009369,0,4,4,A013|RL1185
52626,AU052627,1,5,1,A088|RL0799
15835,AU015836,0,1,2,A023|RL1196
49034,AU049035,0,5,2,A082|RL0939
2716,AU002717,0,5,3,A001|RL0512
46526,AU046527,0,1,5,A077|RL0562
8030,AU008031,0,5,3,A010|RL1090
19967,AU019968,0,1,2,A031|RL0361
17532,AU017533,1,5,1,A026|RL0681
19903,AU019904,0,5,2,A030|RL0707
22895,AU022896,0,2,4,A036|RL0123
54060,AU054061,1,3,2,A091|RL0266
47404,AU047405,0,5,4,A079|RL0293
21846,AU021847,0,1,2,A034|RL1036
55205,AU055206,0,1,1,A093|RL0121
23878,AU023879,1,4,3,A037|RL0683
23557,AU023558,0,2,2,A037|RL0029
55112,AU055113,0,4,2,A092|RL0539
37511,AU037512,0,3,2,A061|RL0755
11482,AU011483,0,5,5,A016|RL1187
34263,AU034264,0,1,2,A056|RL0315
44161,AU044162,1,1,3,A073|RL0584
10761,AU010762,0,4,4,A015|RL1186
874,AU000875,0,5,5,A001|RL1002
43237,AU043238,1,1,1,A072|RL0241
48077,AU048078,1,5,3,A080|RL0487
36323,AU036324,1,3,3,A059|RL0634
30324,AU030325,0,5,5,A049|RL0028
53618,AU053619,0,5,2,A090|RL0916
21625,AU021626,0,4,4,A033|RL1139
32753,AU032754,1,3,1,A053|RL0271
11642,AU011643,1,5,5,A016|RL1179
7869,AU007870,0,5,1,A010|RL0751
52578,AU052579,0,3,3,A088|RL0822
17511,AU017512,0,5,4,A026|RL0177
19109,AU019110,0,3,5,A029|RL1158
2676,AU002677,0,5,2,A001|RL0727
32505,AU032506,0,3,3,A053|RL0194
6050,AU006051,0,3,2,A007|RL0341
57984,AU057985,0,2,1,A097|RL0992
7735,AU007736,0,3,4,A010|RL1060
41981,AU041982,0,3,3,A069|RL0346
19412,AU019413,0,2,4,A030|RL0673
6317,AU006318,0,5,3,A007|RL0874
25439,AU025440,0,1,2,A040|RL0776
33354,AU033355,1,1,5,A054|RL1063
36176,AU036177,0,5,5,A059|RL0631
26778,AU026779,0,5,5,A043|RL0241
8805,AU008806,0,2,1,A012|RL1198
43082,AU043083,0,5,5,A071|RL0729
46674,AU046675,1,2,4,A078|RL1081
18105,AU018106,1,5,2,A027|RL0801
21265,AU021266,1,5,5,A033|RL0724
19215,AU019216,0,3,4,A029|RL0177
52509,AU052510,1,4,5,A088|RL0341
53331,AU053332,0,1,5,A089|RL0586
57102,AU057103,0,4,2,A096|RL0099
4066,AU004067,1,5,1,A003|RL0203
42615,AU042616,0,4,5,A070|RL0779
42523,AU042524,0,1,1,A070|RL0921
25118,AU025119,0,2,1,A040|RL0122
16898,AU016899,0,2,5,A025|RL1179
21467,AU021468,0,5,5,A033|RL0872
29941,AU029942,0,3,4,A048|RL0943
38108,AU038109,0,5,5,A062|RL0300
37283,AU037284,0,5,3,A061|RL1158
50775,AU050776,1,1,1,A085|RL0724
31585,AU031586,0,5,3,A051|RL0678
47015,AU047016,0,3,5,A078|RL1040
56853,AU056854,1,4,5,A095|RL0298
25957,AU025958,0,1,4,A041|RL0751
26725,AU026726,1,4,2,A042|RL0851
6012,AU006013,0,4,5,A007|RL0604
9716,AU009717,0,3,3,A013|RL1197
33819,AU033820,0,2,2,A055|RL0941
39756,AU039757,0,1,1,A065|RL0203
1685,AU001686,1,2,4,A001|RL0467
147,AU000148,0,5,3,A001|RL0004
4705,AU004706,1,4,1,A005|RL0025
471,AU000472,0,5,5,A001|RL0730
58551,AU058552,1,1,3,A098|RL0200
54030,AU054031,0,5,4,A091|RL0721
46325,AU046326,1,1,4,A077|RL0438
44319,AU044320,0,4,5,A073|RL0851
6849,AU006850,0,4,4,A008|RL0010
29473,AU029474,1,3,3,A047|RL0993
21247,AU021248,1,5,5,A033|RL0292
31694,AU031695,0,3,1,A051|RL0944
42857,AU042858,1,1,3,A071|RL0029
13028,AU013029,0,2,5,A019|RL1197
39230,AU039231,0,4,1,A064|RL0012
52857,AU052858,0,1,1,A088|RL0468
30453,AU030454,0,1,1,A049|RL0774
41990,AU041991,0,1,3,A069|RL0562
11736,AU011737,0,2,4,A017|RL1177
50216,AU050217,1,2,1,A084|RL0916
11146,AU011147,1,1,2,A016|RL1187
25459,AU025460,0,1,3,A040|RL0081
4989,AU004990,0,2,3,A005|RL0966
57388,AU057389,0,1,3,A096|RL1088
35506,AU035507,0,1,1,A058|RL0533
7587,AU007588,0,5,3,A010|RL1033
12414,AU012415,1,2,4,A018|RL1183
36219,AU036220,0,1,3,A059|RL0488
30174,AU030175,0,1,5,A048|RL0660
34290,AU034291,0,2,4,A056|RL0963
28873,AU028874,0,3,4,A046|RL0225
16727,AU016728,0,2,3,A025|RL1200
31740,AU031741,0,1,4,A051|RL0873
18316,AU018317,1,1,2,A028|RL0458
43249,AU043250,1,1,5,A072|RL0529
57992,AU057993,0,5,3,A097|RL0009
12300,AU012301,0,3,2,A017|RL1189
30073,AU030074,1,5,5,A048|RL0586
41961,AU041962,0,4,3,A069|RL1041
39797,AU039798,1,5,1,A065|RL0012
41764,AU041765,0,2,2,A069|RL1013
13234,AU013235,0,4,4,A019|RL1187
50284,AU050285,0,2,2,A084|RL0198
9950,AU009951,0,4,2,A014|RL1191
33877,AU033878,1,5,1,A055|RL1158
59305,AU059306,1,5,4,A099|RL0371
36017,AU036018,1,4,4,A059|RL0340
57735,AU057736,0,2,2,A097|RL0891
28682,AU028683,1,2,3,A046|RL0341
6218,AU006219,0,4,3,A007|RL0848
9846,AU009847,1,3,4,A013|RL1183
47196,AU047197,0,4,2,A079|RL0001
39416,AU039417,1,2,4,A065|RL0268
21286,AU021287,0,2,4,A033|RL0053
56674,AU056675,1,1,5,A095|RL0702
39853,AU039854,0,3,4,A066|RL0673
9639,AU009640,0,5,1,A013|RL1192
17648,AU017649,1,3,3,A026|RL1115
21853,AU021854,1,3,1,A034|RL0029
49803,AU049804,0,5,5,A083|RL1087
27589,AU027590,0,4,3,A044|RL0198
51631,AU051632,1,3,4,A086|RL0610
51130,AU051131,1,2,5,A085|RL1019
14467,AU014468,1,5,1,A021|RL1196
26091,AU026092,1,2,2,A041|RL0442
56545,AU056546,1,2,4,A095|RL1131
31385,AU031386,0,4,4,A051|RL0578
7842,AU007843,0,1,1,A010|RL0103
39284,AU039285,1,3,5,A065|RL0625
18736,AU018737,0,4,1,A028|RL1138
38236,AU038237,0,2,3,A063|RL0339
27001,AU027002,0,3,4,A043|RL0893
29594,AU029595,0,1,5,A047|RL0372
28503,AU028504,0,5,5,A046|RL0745
39167,AU039168,0,1,5,A064|RL0850
50042,AU050043,0,3,1,A084|RL0265
47715,AU047716,0,4,1,A079|RL0707
1241,AU001242,0,3,2,A001|RL0386
17678,AU017679,1,3,2,A026|RL0660
54770,AU054771,0,1,1,A092|RL0556
36140,AU036141,0,2,1,A059|RL0942
57659,AU057660,0,3,5,A097|RL0242
17845,AU017846,1,4,4,A027|RL0436
44386,AU044387,0,2,5,A074|RL0601
51425,AU051426,1,2,1,A086|RL0366
34574,AU034575,0,5,2,A056|RL0729
22019,AU022020,0,5,2,A034|RL0488
49259,AU049260,1,5,4,A082|RL0464
45235,AU045236,0,5,2,A075|RL0319
13134,AU013135,1,4,1,A019|RL1183
229,AU000230,0,4,3,A001|RL0797
51731,AU051732,1,4,4,A086|RL0660
18106,AU018107,0,1,3,A027|RL0825
12714,AU012715,1,5,4,A018|RL1195
575,AU000576,0,1,3,A001|RL0876
21242,AU021243,0,5,4,A033|RL0172
33103,AU033104,1,5,4,A054|RL0914
21225,AU021226,1,5,2,A033|RL0939
6751,AU006752,1,5,2,A008|RL0008
34453,AU034454,0,3,1,A056|RL0175
7210,AU007211,1,3,2,A009|RL0917
27107,AU027108,0,3,4,A043|RL1087
56350,AU056351,0,4,2,A094|RL0276
9855,AU009856,1,2,4,A013|RL1192
21956,AU021957,0,3,5,A034|RL0151
49652,AU049653,1,1,4,A083|RL0988
42785,AU042786,0,1,5,A071|RL0651
43731,AU043732,0,2,5,A072|RL0347
49216,AU049217,1,1,3,A082|RL0607
53418,AU053419,0,2,1,A089|RL0324
52277,AU052278,0,3,3,A087|RL0156
29909,AU029910,1,5,3,A048|RL0175
46826,AU046827,1,4,3,A078|RL0029
40039,AU040040,0,5,1,A066|RL0437
30527,AU030528,1,1,3,A049|RL0200
51442,AU051443,1,3,2,A086|RL0774
48577,AU048578,0,2,3,A081|RL0054
37412,AU037413,0,3,1,A061|RL0729
57470,AU057471,0,4,2,A096|RL0706
34474,AU034475,0,4,2,A056|RL0679
7461,AU007462,0,3,5,A009|RL1066
38358,AU038359,1,2,1,A063|RL0917
6933,AU006934,0,4,4,A008|RL0851
39713,AU039714,1,1,2,A065|RL0346
41242,AU041243,0,4,2,A068|RL0918
46329,AU046330,1,4,2,A077|RL0534
31990,AU031991,0,2,2,A052|RL0291
37051,AU037052,1,1,4,A061|RL0290
29466,AU029467,0,3,5,A047|RL0825
24729,AU024730,0,2,1,A039|RL0893
55665,AU055666,1,1,4,A093|RL0586
932,AU000933,1,3,1,A001|RL0044
16644,AU016645,0,4,5,A025|RL1189
50343,AU050344,0,5,5,A084|RL0439
32307,AU032308,1,1,2,A052|RL0849
32600,AU032601,0,1,2,A053|RL0124
16408,AU016409,0,2,3,A024|RL1193
56652,AU056653,0,2,4,A095|RL0174
245,AU000246,1,5,4,A001|RL0006
58404,AU058405,1,1,3,A098|RL0197
2458,AU002459,1,4,3,A001|RL0195
57803,AU057804,0,1,2,A097|RL0173
55915,AU055916,0,3,3,A094|RL0411
2564,AU002565,0,3,1,A001|RL0389
3635,AU003636,1,5,3,A003|RL0434
4053,AU004054,1,2,2,A003|RL1066
46497,AU046498,1,4,5,A077|RL1041
10864,AU010865,0,1,4,A015|RL1193
54925,AU054926,0,1,1,A092|RL0751
36319,AU036320,0,2,2,A059|RL0538
36035,AU036036,0,1,5,A059|RL0772
45465,AU045466,1,3,3,A075|RL1139
49868,AU049869,0,1,1,A083|RL0297
28354,AU028355,0,2,2,A045|RL0226
51021,AU051022,0,2,3,A085|RL0753
16397,AU016398,0,4,1,A024|RL1182
18922,AU018923,0,1,2,A029|RL0195
3865,AU003866,1,1,4,A003|RL0079
45475,AU045476,0,2,2,A075|RL0204
4017,AU004018,1,2,3,A003|RL0202
58756,AU058757,0,1,4,A098|RL0420
10430,AU010431,0,5,1,A014|RL1191
55272,AU055273,0,3,4,A093|RL0554
52892,AU052893,0,3,5,A089|RL0625
57568,AU057569,0,3,3,A096|RL0708
41142,AU041143,1,5,2,A068|RL0868
40461,AU040462,1,5,3,A067|RL0482
30667,AU030668,1,1,5,A049|RL0035
31869,AU031870,0,3,5,A051|RL0444
14001,AU014002,0,2,1,A020|RL1186
20870,AU020871,1,3,3,A032|RL0176
13723,AU013724,0,2,4,A020|RL1196
32904,AU032905,0,5,4,A053|RL0370
12782,AU012783,0,3,5,A018|RL1191
50991,AU050992,0,2,1,A085|RL0033
28661,AU028662,1,5,3,A046|RL1012
24171,AU024172,1,4,5,A038|RL1133
4771,AU004772,1,5,2,A005|RL0434
40822,AU040823,1,4,4,A067|RL0921
23995,AU023996,1,4,3,A038|RL0434
34516,AU034517,0,3,2,A056|RL0512
13473,AU013474,0,4,5,A019|RL1186
612,AU000613,0,1,3,A001|RL0589
58234,AU058235,0,3,1,A098|RL0817
14633,AU014634,0,1,4,A021|RL1194
32627,AU032628,0,1,4,A053|RL0772
54633,AU054634,0,3,2,A092|RL0793
27334,AU027335,1,5,5,A043|RL0660
56658,AU056659,0,2,2,A095|RL0318
25092,AU025093,0,5,3,A040|RL0673
39858,AU039859,1,1,1,A066|RL0793
20567,AU020568,0,2,4,A032|RL1129
8441,AU008442,0,4,1,A011|RL1194
3029,AU003030,0,3,4,A002|RL0697
36352,AU036353,1,1,3,A059|RL0155
169,AU000170,0,1,2,A001|RL0532
47597,AU047598,0,2,4,A079|RL0225
5262,AU005263,0,2,1,A005|RL0468
3860,AU003861,1,1,2,A003|RL1134
58503,AU058504,0,2,4,A098|RL0223
3585,AU003586,0,4,1,A003|RL0409
8370,AU008371,0,1,3,A011|RL1195
39162,AU039163,1,5,4,A064|RL0730
50936,AU050937,1,3,2,A085|RL1063
10581,AU010582,1,4,4,A015|RL1198
30935,AU030936,1,2,2,A050|RL1060
22793,AU022794,0,5,3,A036|RL0025
51902,AU051903,0,4,3,A087|RL0556
47917,AU047918,0,4,1,A080|RL0172
58761,AU058762,0,5,4,A098|RL0540
1608,AU001609,0,2,1,A001|RL0969
6257,AU006258,1,1,3,A007|RL0609
59897,AU059898,1,2,5,A100|RL0179
